"","SEQN","INQ020","INQ012","INQ030","INQ060","INQ080","INQ090","INQ132","INQ140","INQ150","IND235","INDFMMPI","INDFMMPC","INQ300","IND310","INQ320"
"361",84092,1,2,2,2,2,2,2,2,2,6,1.14,1,2,1,4
"362",84093,1,2,2,2,2,2,2,1,2,9,2.47,3,2,1,1
"363",84094,2,1,1,2,1,2,2,1,2,12,5,3,1,NA,1
"364",84095,1,2,1,2,2,2,2,2,2,6,2.02,3,1,NA,1
"365",84096,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
"366",84097,1,2,2,2,2,2,2,1,2,10,3.57,3,1,NA,1
"367",84098,1,1,2,2,2,2,2,2,2,7,0.95,1,2,1,1
"368",84099,1,2,2,1,1,2,2,2,1,99,NA,3,2,2,1
"369",84100,1,2,2,2,2,2,2,2,2,3,0.51,1,2,1,1
"370",84101,2,2,1,1,1,2,2,1,1,9,3.75,3,1,NA,1
"371",84102,1,2,2,2,2,2,2,2,2,6,1.09,1,2,2,1
"372",84103,2,2,2,2,2,1,2,2,2,2,0.75,1,2,1,1
"373",84104,1,2,2,2,2,1,2,2,2,6,0.97,1,2,1,1
"374",84105,1,2,2,2,2,2,2,2,2,7,1.48,2,2,2,1
"375",84106,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"376",84107,1,2,2,2,2,2,2,2,2,99,NA,9,2,99,1
"377",84108,2,2,1,2,2,2,2,2,2,3,1.09,1,2,5,4
"378",84109,1,1,1,2,1,2,2,1,2,12,5,3,1,NA,1
"379",84110,1,2,2,2,2,2,2,2,2,7,0.73,1,2,1,1
"380",84111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",84112,1,2,2,2,2,2,2,2,2,6,1.43,2,2,1,4
"382",84113,1,2,2,2,2,2,1,2,1,3,0.42,1,2,77,1
"383",84114,1,2,2,2,2,2,2,2,1,2,0.75,1,2,1,1
"384",84115,2,2,1,2,1,2,2,2,2,NA,NA,NA,NA,NA,1
"385",84116,1,2,2,2,2,2,2,2,2,9,2.93,3,2,5,1
"386",84117,1,2,2,2,2,2,2,1,2,77,NA,3,2,1,1
"387",84118,9,2,2,2,2,9,1,2,2,99,NA,9,2,1,1
"388",84119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",84120,1,2,2,1,1,1,2,2,2,5,0.99,1,2,1,1
"390",84121,1,2,2,1,2,2,2,2,2,9,1.22,1,1,NA,1
"391",84122,9,2,2,1,2,1,2,2,2,7,3.67,3,2,1,2
"392",84123,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"393",84124,2,2,2,2,2,2,1,2,2,3,0.29,1,2,1,2
"394",84125,2,2,1,1,2,2,2,1,1,10,4.12,3,1,NA,1
"395",84126,1,2,2,2,2,1,2,2,1,4,0.49,1,2,1,1
"396",84127,1,2,2,1,2,2,2,2,2,9,1.22,1,1,NA,1
"397",84128,1,2,2,2,2,2,2,2,2,3,0.92,1,2,1,1
"398",84129,2,2,2,2,2,1,2,2,2,3,0.82,1,2,1,3
"399",84130,1,2,2,2,2,2,2,2,2,6,1.87,3,2,4,1
"400",84131,1,1,2,2,2,2,2,2,1,6,0.81,1,2,1,1
"401",84132,1,2,2,2,2,2,2,2,2,7,1.1,1,2,1,1
"402",84133,1,2,2,2,2,2,2,2,2,8,2.39,3,2,1,1
"403",84134,1,1,2,2,2,2,2,2,2,10,2.21,3,2,99,1
"404",84135,1,2,2,2,2,2,2,2,2,6,1.37,2,2,1,1
"405",84136,1,2,2,2,2,2,2,2,2,4,0.79,1,2,1,1
"406",84137,1,2,2,2,2,2,2,2,2,6,2.42,3,2,1,6
"407",84138,1,1,2,2,2,2,2,1,2,6,1.09,1,1,NA,1
"408",84139,2,2,1,2,2,2,2,2,2,4,1.32,2,2,1,3
"409",84140,1,2,2,2,2,2,2,2,2,4,1.62,2,2,1,2
"410",84141,1,2,2,2,2,2,2,2,2,9,2.24,3,2,1,1
"411",84142,1,2,2,2,2,2,2,2,2,12,5,3,2,3,1
"412",84143,1,2,2,2,2,1,2,2,2,3,0.84,1,2,1,2
"413",84144,1,2,2,2,2,2,2,2,1,9,2.98,3,2,1,1
"414",84145,1,2,2,2,2,2,2,2,2,11,4.96,3,1,NA,1
"415",84146,1,2,2,2,2,2,2,2,2,3,0.51,1,2,1,1
"416",84147,1,2,2,2,2,2,2,2,2,3,0.39,1,2,1,1
"417",84148,1,2,2,2,2,2,2,2,2,12,4,3,1,NA,1
"418",84149,1,2,2,2,2,2,2,2,2,7,1.48,2,1,NA,1
"419",84150,1,2,2,2,2,2,2,2,2,12,4.22,3,1,NA,1
"420",84151,1,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
"421",84152,1,2,2,2,2,2,2,2,2,4,0.83,1,2,1,1
"422",84153,1,2,2,2,2,2,1,2,2,99,NA,1,2,1,1
"423",84154,1,2,2,2,2,2,2,2,2,4,0.9,1,2,1,3
"424",84155,1,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,1
"425",84156,1,2,1,2,2,2,2,2,2,4,0.68,1,2,1,1
"426",84157,1,2,1,2,2,1,2,2,2,99,NA,2,2,1,2
"427",84158,1,2,2,2,2,2,2,2,2,10,2.77,3,2,1,1
"428",84159,2,2,2,2,2,1,1,2,2,2,0.42,1,2,1,4
"429",84160,1,2,2,2,2,1,2,2,2,12,5,3,1,NA,1
"430",84161,1,2,2,2,2,2,2,2,2,6,0.85,1,2,1,1
"431",84162,1,2,2,2,2,2,2,2,2,9,2.11,3,2,1,1
"432",84163,1,2,2,2,2,2,1,2,2,4,0.55,1,2,1,1
"433",84164,1,1,2,2,2,2,2,2,2,77,NA,3,1,NA,1
"434",84165,1,2,1,2,2,2,1,1,2,5,0.65,1,1,NA,2
"435",84166,2,2,1,2,2,2,2,1,2,11,5,3,1,NA,1
"436",84167,1,2,2,2,2,2,2,2,2,10,2.32,3,2,1,1
"437",84168,1,2,1,2,2,2,2,2,2,5,1.07,1,2,1,1
"438",84169,1,2,2,2,1,2,2,2,1,7,1.9,3,2,1,1
"439",84170,1,2,2,2,2,2,2,1,2,9,2.99,3,1,NA,2
"440",84171,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"441",84172,2,2,2,2,2,2,2,2,2,3,0.96,1,2,1,1
"442",84173,1,2,2,2,2,2,2,2,2,9,2.99,3,2,2,1
"443",84174,1,1,2,2,2,2,2,2,2,8,3,3,2,1,1
"444",84175,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"445",84176,1,2,2,2,2,2,2,2,1,11,2.96,3,2,2,1
"446",84177,2,2,1,1,2,2,2,2,2,3,0.88,1,2,1,8
"447",84178,1,1,1,2,1,2,2,2,2,8,1.47,2,1,NA,1
"448",84179,1,2,2,2,2,2,2,1,2,99,NA,3,1,NA,1
"449",84180,2,2,2,2,2,2,2,2,2,3,0.71,1,2,1,4
"450",84181,1,2,2,2,2,2,2,2,2,3,0.23,1,2,1,1
"451",84182,1,2,2,2,2,2,2,2,1,9,2.47,3,2,3,1
"452",84183,1,2,1,2,2,1,2,2,2,8,1.51,2,1,NA,1
"453",84184,2,1,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,1
"454",84185,1,1,2,2,2,2,2,2,1,5,0.99,1,2,1,1
"455",84186,1,2,2,2,2,2,2,2,2,7,1.79,2,2,1,1
"456",84187,1,2,2,2,2,2,2,2,2,12,4,3,1,NA,1
"457",84188,1,2,1,1,2,2,2,2,2,99,NA,3,2,1,4
"458",84189,1,2,1,2,2,2,2,2,2,9,2.98,3,2,1,1
"459",84190,1,2,2,2,2,2,2,2,2,5,0.59,1,2,1,1
"460",84191,1,2,2,2,2,1,2,2,2,7,1.83,2,2,1,1
"461",84192,1,1,1,2,2,1,2,2,2,8,1.77,2,2,1,1
"462",84193,1,1,2,2,2,2,2,1,2,12,5,3,2,2,1
"463",84194,1,1,2,2,2,2,2,2,2,7,2.62,3,2,3,1
"464",84195,1,2,2,2,2,2,2,2,2,3,1.11,1,2,1,1
"465",84196,1,2,2,2,2,2,2,1,2,99,NA,3,1,NA,1
"466",84197,1,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
"467",84198,1,1,2,2,2,2,2,2,2,9,1.47,2,2,1,1
"468",84199,1,2,2,2,2,2,2,1,1,99,NA,1,2,1,1
"469",84200,2,2,2,1,2,2,2,2,2,3,0.82,1,2,2,1
"470",84201,2,2,1,2,2,2,2,2,2,3,0.92,1,2,1,1
"471",84202,1,2,2,2,1,2,2,2,2,12,4.22,3,2,1,1
"472",84203,1,1,2,2,2,2,2,2,1,99,NA,2,2,1,1
"473",84204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",84205,1,2,2,2,2,1,2,2,2,6,1.03,1,2,1,1
"475",84206,1,2,2,2,2,2,2,2,2,12,4.95,3,1,NA,1
"476",84207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",84208,2,2,2,2,2,2,2,2,2,3,0.82,1,2,1,6
"478",84209,1,2,2,2,2,2,2,2,2,3,0.59,1,2,1,1
"479",84210,1,2,2,1,2,1,2,2,2,12,2.65,3,9,NA,1
"480",84211,1,2,2,2,2,2,2,2,2,11,3.46,3,1,NA,1
"481",84212,2,2,1,2,2,1,2,2,2,2,0.61,1,2,1,6
"482",84213,1,2,2,2,2,2,2,2,2,11,2.66,3,2,3,1
"483",84214,1,2,2,2,2,2,2,2,2,7,1.35,2,2,1,1
"484",84215,1,2,2,2,2,2,2,2,2,3,0.75,1,2,1,6
"485",84216,2,2,2,2,2,2,2,1,2,77,NA,7,7,NA,1
"486",84217,1,2,1,2,1,2,1,2,2,9,2.88,3,2,1,1
"487",84218,1,2,2,2,2,2,2,2,2,11,3.46,3,1,NA,2
"488",84219,1,2,2,2,2,2,2,2,1,9,2.47,3,2,1,1
"489",84220,1,2,2,2,2,2,2,2,2,99,NA,3,2,2,1
"490",84221,1,2,2,2,2,2,2,2,2,7,1.35,2,2,2,1
"491",84222,1,2,2,1,2,2,2,2,2,9,3.45,3,2,1,1
"492",84223,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"493",84224,9,2,2,1,2,1,2,2,2,99,NA,3,2,1,2
"494",84225,2,2,1,2,2,2,2,2,2,5,1.07,1,2,1,1
"495",84226,1,2,1,2,2,2,2,2,2,5,1.19,1,2,1,1
"496",84227,7,7,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,1
"497",84228,1,2,2,2,2,2,2,2,2,99,NA,3,2,1,1
"498",84229,2,2,1,2,2,1,2,2,1,4,1.05,1,2,1,1
"499",84230,1,1,1,2,2,2,2,2,1,8,1.47,2,2,1,1
"500",84231,2,2,1,2,2,2,2,1,2,5,1.89,3,1,NA,1
"501",84232,1,2,1,1,2,2,1,2,1,7,1.48,2,2,2,1
"502",84233,1,2,1,2,2,1,2,2,2,5,0.99,1,2,1,1
"503",84234,2,2,1,2,2,2,1,2,2,77,NA,1,2,1,1
"504",84235,1,2,1,2,2,1,2,2,2,77,NA,1,2,2,3
"505",84236,2,2,1,2,2,2,2,2,2,3,0.82,1,2,1,1
"506",84237,1,2,1,2,2,1,2,2,2,5,1.07,1,1,NA,1
"507",84238,1,2,2,2,2,2,2,2,2,3,0.83,1,2,1,1
"508",84239,2,2,1,2,1,2,2,1,2,11,5,3,1,NA,1
"509",84240,1,2,2,2,2,2,2,2,2,6,1.8,2,2,1,1
"510",84241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511",84242,1,2,2,2,2,2,2,2,2,8,1.69,2,2,1,1
"512",84243,1,2,2,2,2,2,2,2,2,7,1.27,1,2,1,1
"513",84244,1,2,2,2,2,2,2,2,2,8,1.86,3,2,3,1
"514",84245,1,1,2,2,2,2,2,1,2,99,NA,3,1,NA,1
"515",84246,1,2,2,2,2,2,2,1,2,7,3.47,3,1,NA,1
"516",84247,1,1,2,2,2,2,2,2,2,12,4.95,3,2,2,1
"517",84248,1,2,2,2,2,2,2,2,2,2,0.66,1,2,1,3
"518",84249,2,2,1,1,2,2,2,2,2,12,5,3,2,1,1
"519",84250,1,1,2,2,2,2,2,1,2,8,2.38,3,2,3,1
"520",84251,1,2,2,2,2,2,2,2,2,5,1.5,2,2,1,1
"521",84252,1,2,1,1,2,1,2,2,2,5,0.84,1,2,1,1
"522",84253,1,2,2,2,2,2,2,2,2,2,0.3,1,2,1,1
"523",84254,1,2,2,2,2,2,2,2,1,7,1.73,2,2,1,1
"524",84255,1,2,2,2,2,2,2,2,2,6,1.09,1,2,1,1
"525",84256,2,2,1,1,1,2,1,2,2,8,1.98,3,2,1,1
"526",84257,1,2,2,2,2,2,1,2,2,3,0.4,1,2,1,1
"527",84258,1,2,1,2,2,1,2,2,2,7,1.1,1,2,1,1
"528",84259,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
"529",84260,1,1,2,2,2,2,2,2,2,99,NA,2,2,1,1
"530",84261,1,2,2,2,2,2,2,2,1,1,0,1,2,1,1
"531",84262,1,2,2,2,2,2,2,2,2,7,2.32,3,2,2,1
"532",84263,1,2,2,2,2,2,2,1,2,7,1.22,1,2,1,1
"533",84264,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
"534",84265,1,2,2,2,2,2,2,2,2,4,0.49,1,2,1,1
"535",84266,1,2,2,2,2,2,2,2,2,3,0.35,1,2,1,2
"536",84267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537",84268,1,2,2,2,2,2,2,2,2,9,2.03,3,2,1,1
"538",84269,1,2,2,2,2,2,2,2,2,3,1.21,1,2,1,2
"539",84270,1,2,2,2,2,2,2,2,1,6,1.43,2,2,1,1
"540",84271,1,2,1,2,1,2,2,1,1,7,1.84,2,1,NA,1
"541",84272,1,2,2,2,2,2,2,2,2,9,3.11,3,1,NA,1
"542",84273,1,2,2,2,2,2,2,2,2,3,0.71,1,2,1,4
"543",84274,1,2,2,2,2,2,2,1,2,11,2.45,3,1,NA,1
"544",84275,1,2,2,2,2,2,2,2,2,11,2.74,3,2,2,1
"545",84276,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
"546",84277,1,2,2,2,2,2,2,2,2,4,0.59,1,2,1,1
"547",84278,1,2,2,2,2,2,1,2,1,7,1.48,2,2,1,1
"548",84279,1,2,1,2,2,2,2,2,2,99,NA,3,2,1,1
"549",84280,1,2,1,2,1,2,2,2,2,7,2.26,3,2,5,1
"550",84281,1,2,1,2,1,1,2,2,2,9,2.11,3,1,NA,1
"551",84282,1,2,2,2,2,2,2,2,2,6,1.55,2,2,1,1
"552",84283,1,1,2,2,2,2,2,1,2,9,2.11,3,1,NA,1
"553",84284,2,2,1,2,2,2,2,2,2,6,2.16,3,2,3,1
"554",84285,1,2,2,2,2,2,2,2,2,1,0,1,2,1,3
"555",84286,1,2,2,2,2,2,1,2,2,3,0.72,1,2,1,1
"556",84287,1,1,1,2,2,2,2,2,2,4,0.49,1,2,1,1
"557",84288,1,1,2,2,2,2,2,1,2,11,2.58,3,2,1,1
"558",84289,1,2,2,2,2,2,2,2,1,7,1.78,2,2,1,1
"559",84290,1,1,2,2,2,2,2,2,2,2,0.17,1,2,1,1
"560",84291,1,1,2,2,2,2,2,2,2,6,1.05,1,2,1,1
"561",84292,1,2,2,2,2,2,2,9,1,99,NA,3,9,NA,66
"562",84293,1,2,2,2,2,2,2,2,2,11,4.18,3,2,1,1
"563",84294,1,2,2,2,2,2,2,2,2,5,1.19,1,2,1,1
"564",84295,1,2,1,2,2,2,1,2,2,4,1.41,2,2,1,7
"565",84296,1,2,2,2,2,2,2,2,2,7,1.29,1,2,1,1
"566",84297,1,2,2,2,2,1,2,2,2,99,NA,9,2,1,8
"567",84298,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"568",84299,1,2,2,2,2,2,2,1,1,10,4.16,3,2,2,1
"569",84300,1,2,2,2,2,2,2,2,2,99,NA,1,2,99,1
"570",84301,1,2,1,2,2,2,2,2,2,3,0.9,1,2,1,1
"571",84302,1,2,1,2,1,2,2,2,2,8,2.86,3,2,3,1
"572",84303,2,2,1,2,2,2,2,1,2,11,5,3,1,NA,1
"573",84304,1,2,2,2,2,2,2,2,2,11,2.96,3,2,1,1
"574",84305,2,2,2,2,2,2,2,2,2,3,0.72,1,2,1,1
"575",84306,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
"576",84307,1,2,2,1,2,1,2,2,2,6,0.82,1,2,5,1
"577",84308,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"578",84309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",84310,2,1,2,2,2,2,2,2,2,8,1.22,1,2,1,1
"580",84311,1,2,2,2,2,2,2,2,1,3,0.82,1,2,1,3
"581",84312,1,2,2,2,2,2,2,2,2,77,NA,2,7,NA,1
"582",84313,7,7,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,1
"583",84314,1,2,2,2,1,2,2,2,2,5,0.84,1,2,1,1
"584",84315,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"585",84316,1,2,2,2,2,2,2,2,2,10,2.53,3,1,NA,1
"586",84317,1,1,2,2,2,2,2,1,2,6,1.49,2,2,3,1
"587",84318,1,2,2,2,2,2,2,2,2,3,0.54,1,2,1,1
"588",84319,1,2,2,2,2,2,2,1,2,77,NA,7,7,NA,1
"589",84320,1,2,2,2,2,2,2,1,2,10,2.21,3,1,NA,1
"590",84321,1,2,2,2,2,2,2,2,2,8,2.69,3,2,1,1
"591",84322,1,2,2,2,2,2,2,2,2,99,NA,9,2,1,3
"592",84323,1,2,2,1,2,2,2,2,1,12,3.59,3,1,NA,1
"593",84324,1,2,2,1,2,1,2,2,1,7,2.02,3,2,1,1
"594",84325,1,2,2,2,2,2,2,2,2,7,1.48,2,2,1,1
"595",84326,2,1,2,2,2,2,2,2,2,10,2.53,3,2,4,9
"596",84327,1,2,2,2,2,2,2,2,2,9,2.47,3,7,NA,1
"597",84328,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
"598",84329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599",84330,1,1,2,2,1,2,2,2,1,3,0.4,1,2,1,1
"600",84331,1,2,2,2,1,2,2,2,1,4,1.05,1,2,2,1
"601",84332,2,2,1,2,2,2,2,2,2,2,0.59,1,2,1,3
"602",84333,1,2,2,2,2,2,2,2,1,8,1.44,2,2,1,1
"603",84334,1,2,2,2,2,2,2,2,2,11,3.73,3,1,NA,1
"604",84335,1,1,1,1,1,2,2,2,1,77,NA,7,7,NA,1
"605",84336,1,2,1,2,1,2,2,1,2,5,1.67,2,1,NA,1
"606",84337,1,2,2,2,2,1,2,2,1,6,0.85,1,2,1,1
"607",84338,1,2,2,2,2,2,2,2,2,8,3.37,3,2,1,1
"608",84339,1,2,2,2,2,1,2,2,2,6,1.03,1,2,1,1
"609",84340,1,2,2,2,2,2,2,2,2,9,2.47,3,2,3,1
"610",84341,1,2,2,1,2,1,2,2,2,12,2.65,3,9,NA,1
"611",84342,1,2,2,2,2,2,2,2,2,6,0.93,1,2,1,4
"612",84343,1,2,2,2,2,2,2,2,2,6,1.34,2,2,1,1
"613",84344,1,2,2,2,2,2,1,2,2,6,1.43,2,2,1,1
"614",84345,1,2,2,2,2,2,1,2,2,3,0.42,1,2,1,3
"615",84346,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"616",84347,1,2,2,2,2,2,2,2,2,6,2.63,3,2,2,1
"617",84348,1,2,2,2,2,2,2,2,2,4,0.89,1,2,1,1
"618",84349,1,2,2,2,2,2,2,1,1,10,3.58,3,1,NA,1
"619",84350,1,2,2,2,2,2,2,2,2,7,1.73,2,2,1,1
"620",84351,1,2,2,2,2,2,2,2,2,10,1.96,3,2,2,1
"621",84352,1,2,2,2,2,2,2,2,2,6,0.93,1,2,1,1
"622",84353,1,2,2,2,2,2,2,2,2,7,1.27,1,2,1,1
"623",84354,2,2,1,2,2,2,2,2,2,5,1.51,2,2,1,1
"624",84355,2,2,2,2,2,1,2,2,2,99,NA,1,2,1,6
"625",84356,1,1,2,2,2,2,2,2,1,7,1.25,1,2,1,1
"626",84357,1,2,2,2,2,2,2,2,2,8,3.01,3,2,1,1
"627",84358,1,2,2,2,2,2,2,2,2,99,NA,3,2,1,1
"628",84359,1,1,1,2,2,2,2,1,2,77,NA,7,1,NA,1
"629",84360,1,2,2,2,2,2,2,2,2,10,3.58,3,7,NA,1
"630",84361,1,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
"631",84362,1,2,2,2,2,2,2,2,2,99,NA,2,2,1,1
"632",84363,1,2,2,2,2,2,2,2,2,8,1.98,3,2,1,1
"633",84364,1,2,2,2,2,2,2,2,2,6,1.38,2,2,1,1
"634",84365,1,2,2,2,2,1,2,2,2,3,0.46,1,2,1,3
"635",84366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636",84367,1,2,2,2,2,2,2,2,2,99,NA,3,2,2,1
"637",84368,1,2,2,2,2,2,2,2,1,9,2.98,3,2,1,1
"638",84369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639",84370,1,2,1,2,2,2,1,1,2,5,0.65,1,1,NA,2
"640",84371,1,2,2,2,2,2,2,2,2,6,0.92,1,2,1,1
"641",84372,1,1,1,2,2,2,2,2,2,5,1.94,3,2,1,3
"642",84373,1,2,2,1,2,2,2,2,2,9,3.1,3,9,NA,1
"643",84374,2,2,1,1,1,2,2,2,2,7,2.08,3,1,NA,1
"644",84375,1,2,2,2,2,2,1,2,2,99,NA,7,2,1,3
"645",84376,1,2,2,2,2,2,2,2,2,3,1.02,1,2,1,1
"646",84377,1,1,1,2,2,2,2,2,2,99,NA,7,7,NA,1
"647",84378,1,2,1,1,2,2,2,2,2,5,0.59,1,2,1,1
"648",84379,1,2,2,2,2,2,2,2,2,9,2.47,3,2,3,1
"649",84380,1,2,2,2,2,2,1,2,2,2,0.3,1,2,1,1
"650",84381,2,2,1,2,1,2,2,2,2,4,1.05,1,2,1,1
"651",84382,1,2,2,2,2,2,2,2,2,6,0.96,1,2,1,1
"652",84383,1,2,2,2,2,2,2,1,1,12,5,3,2,3,1
"653",84384,1,2,2,2,2,2,2,1,2,8,2.22,3,1,NA,1
"654",84385,1,2,2,2,2,2,2,2,1,7,1.73,2,2,1,1
"655",84386,1,1,2,2,2,2,2,1,2,12,4.42,3,1,NA,1
"656",84387,1,2,1,2,1,2,2,2,1,4,0.77,1,2,1,1
"657",84388,1,2,1,2,1,2,2,2,2,6,1.81,2,2,3,1
"658",84389,1,1,1,2,2,2,2,2,2,7,2.25,3,1,NA,1
"659",84390,1,1,2,2,2,2,2,2,2,99,NA,1,2,1,1
"660",84391,1,2,2,2,2,2,2,2,2,11,4.9,3,1,NA,1
"661",84392,2,2,9,9,2,2,1,2,2,NA,NA,NA,NA,NA,1
"662",84393,1,1,2,2,2,2,2,2,2,11,3.95,3,1,NA,1
"663",84394,1,1,2,2,2,2,1,2,2,6,0.92,1,2,1,1
"664",84395,1,1,1,2,2,2,2,2,1,99,NA,2,2,1,1
"665",84396,1,2,2,2,2,2,2,2,2,8,2.27,3,2,1,1
"666",84397,1,1,2,2,2,2,1,2,2,6,1.31,2,2,1,1
"667",84398,1,2,2,2,2,2,2,2,2,4,1.41,2,2,1,1
"668",84399,1,2,1,1,1,2,2,1,2,11,4.78,3,1,NA,1
"669",84400,2,2,1,2,2,2,2,2,2,3,0.77,1,2,1,1
"670",84401,9,2,9,2,2,2,9,2,2,99,NA,9,2,1,6
"671",84402,1,1,2,2,2,2,2,2,1,1,0,1,2,1,2
"672",84403,1,2,2,2,2,1,2,2,2,12,5,3,1,NA,1
"673",84404,1,1,2,2,2,2,2,2,2,11,3.46,3,2,2,1
"674",84405,2,2,2,2,2,2,2,2,2,1,0,1,2,3,1
"675",84406,1,2,2,2,2,2,2,2,2,99,NA,1,2,2,1
"676",84407,1,1,2,2,2,2,2,2,2,8,1.2,1,2,3,1
"677",84408,1,2,2,2,2,2,2,2,1,8,3,3,2,3,1
"678",84409,1,2,1,1,2,1,2,2,2,5,0.99,1,2,1,2
"679",84410,1,2,2,2,2,2,2,2,2,6,0.7,1,2,1,1
"680",84411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681",84412,1,2,2,2,2,2,2,2,1,3,0.72,1,2,2,2
"682",84413,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"683",84414,1,2,2,2,2,2,2,2,2,9,2.03,3,1,NA,1
"684",84415,1,1,2,1,2,2,2,1,2,11,2.98,3,2,1,1
"685",84416,1,2,2,2,2,2,2,2,2,11,3.95,3,2,1,1
"686",84417,1,2,2,2,2,2,2,2,2,10,2.53,3,2,4,1
"687",84418,2,2,1,2,1,2,2,2,2,4,1.13,1,2,1,1
"688",84419,1,2,2,2,2,2,2,2,2,8,1.98,3,2,1,1
"689",84420,1,2,2,2,2,1,2,2,1,6,1.11,1,2,1,1
"690",84421,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
"691",84422,1,2,2,2,2,2,2,2,2,7,0.73,1,2,1,1
"692",84423,2,2,1,2,2,2,2,2,2,2,0.49,1,2,1,3
"693",84424,2,2,1,2,2,2,2,1,2,4,1.58,2,2,1,1
"694",84425,2,2,2,2,2,2,2,2,1,3,0.81,1,2,1,1
"695",84426,1,2,2,2,1,2,2,2,1,10,2.96,3,1,NA,1
"696",84427,1,2,1,2,2,2,2,2,2,9,2.98,3,2,1,1
"697",84428,1,2,2,2,2,2,2,2,1,77,NA,7,7,NA,1
"698",84429,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
"699",84430,1,2,1,2,2,2,2,2,2,9,1.33,2,2,2,1
"700",84431,1,2,2,2,2,2,2,2,2,8,1.98,3,2,1,1
"701",84432,1,2,2,2,2,2,2,1,2,10,3.57,3,1,NA,1
"702",84433,1,2,1,2,2,2,2,2,2,7,1.48,2,2,1,1
"703",84434,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
"704",84435,2,2,1,2,1,2,2,1,2,7,3.03,3,2,5,1
"705",84436,1,2,2,2,2,2,2,2,1,11,3.46,3,2,2,1
"706",84437,2,2,2,2,2,2,2,2,2,77,NA,3,1,NA,1
"707",84438,1,1,2,1,2,2,2,1,2,12,5,3,2,3,1
"708",84439,1,2,2,2,2,2,2,2,2,5,0.84,1,2,1,1
"709",84440,1,2,2,2,2,2,2,2,2,6,2.55,3,2,1,1
"710",84441,1,1,2,2,2,2,2,2,2,77,NA,1,2,1,1
"711",84442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712",84443,1,2,2,2,2,1,2,2,2,6,2.09,3,2,1,1
"713",84444,1,2,2,2,2,2,2,2,2,12,3.98,3,1,NA,1
"714",84445,1,2,1,1,2,2,2,2,2,5,0.59,1,2,1,1
"715",84446,1,2,2,2,2,2,2,2,2,7,1.73,2,2,1,1
"716",84447,2,2,1,2,1,2,2,1,2,11,5,3,1,NA,1
"717",84448,1,2,2,2,2,2,2,1,1,1,0,1,1,NA,1
"718",84449,1,2,2,2,2,2,2,1,2,11,3.04,3,2,3,1
"719",84450,1,2,1,2,2,1,2,2,2,8,2.38,3,1,NA,1
"720",84451,1,2,2,2,2,2,2,2,2,7,3.67,3,2,1,4
"721",84452,1,2,2,2,2,2,2,2,2,3,1.22,1,2,1,1
"722",84453,1,1,1,2,2,9,2,2,2,99,NA,9,2,1,1
