SEQN,Monthly family income,Total household income,Total family income,education level,Year
63186,11,14,14,5,2011.2012
63187,5,6,6,2,2011.2012
63188,3,3,3,4,2011.2012
63190,12,15,15,5,2011.2012
63191,5,15,7,5,2011.2012
63192,6,6,6,2,2011.2012
63193,1,3,3,4,2011.2012
63194,4,4,4,2,2011.2012
63195,7,8,8,3,2011.2012
63197,10,7,7,5,2011.2012
63198,3,4,4,5,2011.2012
63199,3,5,5,4,2011.2012
63200,11,15,15,5,2011.2012
63201,10,9,9,4,2011.2012
63203,2,3,3,2,2011.2012
63204,6,7,7,2,2011.2012
63205,5,7,7,1,2011.2012
63206,6,7,7,4,2011.2012
63207,11,14,14,5,2011.2012
63208,12,15,15,5,2011.2012
63209,7,8,8,4,2011.2012
63210,3,2,2,1,2011.2012
63211,10,14,14,1,2011.2012
63212,6,4,4,5,2011.2012
63214,4,5,5,1,2011.2012
63215,12,15,15,4,2011.2012
63217,6,5,5,3,2011.2012
63218,3,3,3,1,2011.2012
63219,11,15,15,5,2011.2012
63220,2,9,2,5,2011.2012
63221,6,8,8,2,2011.2012
63222,12,15,15,5,2011.2012
63223,7,7,7,4,2011.2012
63224,5,7,7,1,2011.2012
63228,6,4,4,4,2011.2012
63229,8,9,9,4,2011.2012
63230,9,9,9,5,2011.2012
63231,1,99,1,4,2011.2012
63232,6,7,7,4,2011.2012
63233,5,5,5,3,2011.2012
63234,4,3,3,5,2011.2012
63235,3,3,3,4,2011.2012
63236,3,3,3,3,2011.2012
63237,8,15,15,4,2011.2012
63238,2,3,3,2,2011.2012
63239,3,4,4,2,2011.2012
63240,6,6,6,3,2011.2012
63242,7,6,6,1,2011.2012
63243,5,6,6,3,2011.2012
63244,8,8,8,4,2011.2012
63245,6,12,5,4,2011.2012
63246,12,15,15,4,2011.2012
63247,12,15,15,5,2011.2012
63248,11,15,15,2,2011.2012
63249,3,15,8,5,2011.2012
63250,8,9,9,4,2011.2012
63251,5,3,3,4,2011.2012
63252,8,8,8,4,2011.2012
63254,6,7,7,4,2011.2012
63256,10,9,9,4,2011.2012
63257,3,5,5,4,2011.2012
63258,12,15,15,5,2011.2012
63261,10,15,15,5,2011.2012
63262,6,6,6,1,2011.2012
63263,6,6,6,3,2011.2012
63264,6,5,5,3,2011.2012
63265,3,6,1,5,2011.2012
63267,3,3,3,3,2011.2012
63268,5,5,5,1,2011.2012
63270,11,14,14,5,2011.2012
63273,11,15,15,3,2011.2012
63274,2,2,2,4,2011.2012
63276,3,3,3,1,2011.2012
63279,5,5,5,4,2011.2012
63280,12,15,15,5,2011.2012
63281,6,6,6,2,2011.2012
63282,5,6,6,5,2011.2012
63283,11,15,15,4,2011.2012
63284,11,7,7,4,2011.2012
63285,3,3,3,3,2011.2012
63289,11,15,15,5,2011.2012
63291,10,14,14,5,2011.2012
63292,12,14,14,5,2011.2012
63293,6,5,5,2,2011.2012
63294,5,9,9,4,2011.2012
63295,7,6,6,5,2011.2012
63297,11,14,14,5,2011.2012
63299,7,9,9,2,2011.2012
63300,4,4,4,3,2011.2012
63301,6,6,6,3,2011.2012
63302,7,5,5,4,2011.2012
63303,3,4,4,1,2011.2012
63304,6,15,6,3,2011.2012
63305,8,7,7,4,2011.2012
63306,10,9,9,4,2011.2012
63307,12,15,15,5,2011.2012
63310,2,2,2,2,2011.2012
63312,7,7,7,3,2011.2012
63315,5,3,3,4,2011.2012
63316,8,14,14,5,2011.2012
63319,8,12,14,5,2011.2012
63320,7,7,7,5,2011.2012
63321,12,15,15,5,2011.2012
63322,7,6,6,3,2011.2012
63323,12,15,15,5,2011.2012
63324,5,5,5,1,2011.2012
63325,12,15,15,5,2011.2012
63327,3,5,5,4,2011.2012
63328,8,10,10,3,2011.2012
63329,8,15,15,3,2011.2012
63331,5,6,6,4,2011.2012
63332,3,6,6,1,2011.2012
63333,4,4,4,3,2011.2012
63334,5,4,4,2,2011.2012
63335,4,6,6,3,2011.2012
63338,12,14,14,4,2011.2012
63339,11,14,14,4,2011.2012
63340,7,5,5,3,2011.2012
63341,9,14,9,1,2011.2012
63342,8,14,14,5,2011.2012
63343,10,14,14,4,2011.2012
63344,11,15,15,2,2011.2012
63345,8,6,6,3,2011.2012
63346,3,4,4,1,2011.2012
63347,5,7,7,2,2011.2012
63348,8,6,6,4,2011.2012
63350,12,15,15,5,2011.2012
63353,2,5,1,4,2011.2012
63354,7,14,14,3,2011.2012
63355,5,4,4,2,2011.2012
63356,6,6,6,4,2011.2012
63357,5,4,4,2,2011.2012
63358,8,3,3,4,2011.2012
63359,12,15,15,5,2011.2012
63360,6,8,8,4,2011.2012
63361,6,6,6,5,2011.2012
63362,5,6,6,2,2011.2012
63363,2,2,2,5,2011.2012
63365,2,5,5,2,2011.2012
63366,3,3,3,4,2011.2012
63367,9,12,10,4,2011.2012
63368,8,9,9,4,2011.2012
63369,4,8,8,4,2011.2012
63370,3,2,2,5,2011.2012
63371,2,5,5,3,2011.2012
63373,9,9,9,4,2011.2012
63374,3,4,4,1,2011.2012
63375,9,9,9,3,2011.2012
63376,3,3,3,3,2011.2012
63377,7,15,15,4,2011.2012
63378,3,5,5,1,2011.2012
63379,2,4,4,3,2011.2012
63381,12,15,15,5,2011.2012
63382,6,6,6,2,2011.2012
63383,5,6,6,5,2011.2012
63384,7,8,8,4,2011.2012
63385,6,15,5,5,2011.2012
63387,1,99,1,4,2011.2012
63388,4,4,4,4,2011.2012
63389,5,6,6,4,2011.2012
63390,8,7,7,5,2011.2012
63392,6,5,5,4,2011.2012
63393,7,8,8,1,2011.2012
63398,4,4,4,4,2011.2012
63399,3,2,2,2,2011.2012
63400,2,8,6,5,2011.2012
63401,6,8,8,3,2011.2012
63402,10,14,14,5,2011.2012
63403,6,9,9,4,2011.2012
63404,2,2,2,2,2011.2012
63405,8,8,8,5,2011.2012
63406,4,5,5,3,2011.2012
63407,4,4,4,3,2011.2012
63408,2,2,2,3,2011.2012
63409,3,2,2,4,2011.2012
63410,1,3,3,2,2011.2012
63411,12,15,15,4,2011.2012
63413,12,15,15,5,2011.2012
63414,2,9,6,3,2011.2012
63415,2,6,6,4,2011.2012
63416,7,8,8,5,2011.2012
63417,7,7,7,4,2011.2012
63418,7,7,7,2,2011.2012
63419,8,6,6,3,2011.2012
63420,3,3,3,4,2011.2012
63421,3,2,2,1,2011.2012
63423,11,15,15,5,2011.2012
63424,12,5,5,3,2011.2012
63425,11,14,14,4,2011.2012
63426,3,3,3,2,2011.2012
63427,10,14,14,4,2011.2012
63428,8,6,6,2,2011.2012
63429,1,7,4,3,2011.2012
63430,3,6,6,3,2011.2012
63431,6,6,6,3,2011.2012
63432,11,14,14,5,2011.2012
63433,12,15,15,5,2011.2012
63434,3,6,3,5,2011.2012
63435,5,5,5,4,2011.2012
63436,12,15,15,4,2011.2012
63437,7,6,4,5,2011.2012
63438,11,15,15,3,2011.2012
63439,9,10,10,3,2011.2012
63440,6,6,6,2,2011.2012
63441,4,6,6,3,2011.2012
63442,4,4,4,4,2011.2012
63443,8,7,7,4,2011.2012
63445,2,1,1,4,2011.2012
63446,5,6,6,4,2011.2012
63447,1,5,5,4,2011.2012
63448,4,5,5,3,2011.2012
63449,3,6,6,2,2011.2012
63450,11,14,14,5,2011.2012
63452,1,1,1,2,2011.2012
63455,8,7,7,3,2011.2012
63456,12,15,15,5,2011.2012
63457,12,15,15,5,2011.2012
63459,2,2,2,1,2011.2012
63460,5,6,6,2,2011.2012
63462,3,3,3,3,2011.2012
63464,7,8,8,5,2011.2012
63465,9,10,10,2,2011.2012
63466,11,14,14,2,2011.2012
63469,3,3,3,2,2011.2012
63470,2,3,3,3,2011.2012
63471,3,3,3,3,2011.2012
63472,5,6,5,4,2011.2012
63473,6,7,7,4,2011.2012
63475,4,15,6,4,2011.2012
63476,5,5,5,5,2011.2012
63477,5,6,6,4,2011.2012
63478,3,3,3,3,2011.2012
63479,1,1,1,4,2011.2012
63480,3,5,5,1,2011.2012
63481,7,4,4,4,2011.2012
63482,3,10,10,5,2011.2012
63483,10,10,10,5,2011.2012
63484,7,5,5,5,2011.2012
63486,12,15,15,5,2011.2012
63487,8,15,15,5,2011.2012
63488,9,14,14,4,2011.2012
63489,12,10,10,5,2011.2012
63490,6,6,6,5,2011.2012
63491,12,15,15,5,2011.2012
63492,3,3,3,2,2011.2012
63493,2,2,2,3,2011.2012
63495,6,7,7,4,2011.2012
63496,4,6,6,3,2011.2012
63497,2,3,3,3,2011.2012
63498,6,6,6,3,2011.2012
63499,7,8,8,1,2011.2012
63501,8,8,8,5,2011.2012
63502,5,5,5,2,2011.2012
63503,10,15,15,5,2011.2012
63504,11,10,10,3,2011.2012
63506,5,5,5,1,2011.2012
63507,3,3,3,2,2011.2012
63508,4,4,4,4,2011.2012
63509,1,3,2,4,2011.2012
63510,12,15,15,4,2011.2012
63511,3,4,4,4,2011.2012
63512,3,4,4,1,2011.2012
63513,12,15,15,5,2011.2012
63514,4,4,4,3,2011.2012
63515,10,14,14,3,2011.2012
63516,3,3,3,1,2011.2012
63517,12,15,15,5,2011.2012
63518,5,6,6,2,2011.2012
63519,9,9,9,5,2011.2012
63521,12,15,15,2,2011.2012
63522,2,3,3,5,2011.2012
63523,7,14,7,5,2011.2012
63524,4,4,4,3,2011.2012
63526,10,14,14,4,2011.2012
63527,6,5,5,3,2011.2012
63528,5,6,6,4,2011.2012
63529,4,4,4,4,2011.2012
63530,3,3,3,4,2011.2012
63534,7,8,8,3,2011.2012
63535,11,15,15,5,2011.2012
63537,3,4,4,4,2011.2012
63539,5,5,5,1,2011.2012
63540,1,3,3,2,2011.2012
63542,3,3,3,4,2011.2012
63544,8,10,10,4,2011.2012
63546,3,3,3,1,2011.2012
63549,10,14,14,4,2011.2012
63550,3,2,2,3,2011.2012
63551,10,15,15,3,2011.2012
63552,8,8,8,4,2011.2012
63554,12,15,15,5,2011.2012
63555,3,14,14,3,2011.2012
63556,5,7,7,5,2011.2012
63557,12,15,15,5,2011.2012
63559,12,15,15,4,2011.2012
63560,7,7,7,3,2011.2012
63561,6,6,6,4,2011.2012
63562,1,6,1,4,2011.2012
63564,10,10,10,2,2011.2012
63565,11,14,14,5,2011.2012
63566,3,13,3,1,2011.2012
63567,8,8,8,4,2011.2012
63570,3,3,3,2,2011.2012
63571,10,10,10,2,2011.2012
63572,6,15,7,5,2011.2012
63573,6,7,7,3,2011.2012
63574,12,15,15,5,2011.2012
63575,9,9,9,4,2011.2012
63576,6,15,15,5,2011.2012
63577,4,4,4,2,2011.2012
63578,6,6,6,2,2011.2012
63579,7,8,8,4,2011.2012
63580,3,4,4,4,2011.2012
63581,8,8,8,1,2011.2012
63582,4,4,3,4,2011.2012
63584,3,3,3,3,2011.2012
63585,3,5,5,2,2011.2012
63586,4,4,4,2,2011.2012
63587,6,8,8,3,2011.2012
63588,6,6,6,5,2011.2012
63590,12,15,15,5,2011.2012
63591,5,12,1,3,2011.2012
63592,2,1,1,2,2011.2012
63594,5,5,5,3,2011.2012
63595,3,10,6,3,2011.2012
63596,8,7,7,2,2011.2012
63597,5,14,8,4,2011.2012
63598,11,15,15,2,2011.2012
63599,6,7,7,1,2011.2012
63600,9,14,14,4,2011.2012
63602,5,5,5,3,2011.2012
63603,5,7,7,1,2011.2012
63604,6,7,7,4,2011.2012
63605,3,3,3,2,2011.2012
63606,3,4,4,4,2011.2012
63607,10,15,15,5,2011.2012
63609,5,5,5,2,2011.2012
63610,5,8,8,5,2011.2012
63611,6,6,6,2,2011.2012
63612,12,15,15,5,2011.2012
63613,7,9,9,3,2011.2012
63614,2,2,2,2,2011.2012
63615,8,14,9,5,2011.2012
63616,5,6,6,4,2011.2012
63617,12,15,8,5,2011.2012
63619,8,8,8,5,2011.2012
63620,10,9,9,5,2011.2012
63621,9,14,14,5,2011.2012
63622,8,9,9,4,2011.2012
63623,5,5,5,5,2011.2012
63624,7,6,6,5,2011.2012
63625,2,2,2,2,2011.2012
63626,8,8,8,4,2011.2012
63627,8,8,8,4,2011.2012
63628,6,12,5,3,2011.2012
63629,3,7,7,5,2011.2012
63630,12,15,15,5,2011.2012
63631,12,15,15,5,2011.2012
63632,7,7,7,3,2011.2012
63633,12,15,15,5,2011.2012
63634,4,1,1,2,2011.2012
63635,7,7,7,3,2011.2012
63636,2,3,3,4,2011.2012
63637,12,15,15,5,2011.2012
63638,9,10,10,4,2011.2012
63639,8,8,8,5,2011.2012
63641,9,14,14,4,2011.2012
63642,2,2,2,3,2011.2012
63644,7,7,7,5,2011.2012
63648,6,7,7,4,2011.2012
63651,3,3,3,5,2011.2012
63653,3,4,4,2,2011.2012
63654,6,7,7,5,2011.2012
63656,3,3,3,4,2011.2012
63657,11,14,14,5,2011.2012
63658,8,8,8,3,2011.2012
63659,10,14,14,3,2011.2012
63660,4,4,4,4,2011.2012
63661,2,2,2,3,2011.2012
63662,7,10,10,5,2011.2012
63663,3,4,4,4,2011.2012
63664,11,9,9,5,2011.2012
63666,5,3,3,3,2011.2012
63667,9,9,9,4,2011.2012
63668,4,5,5,1,2011.2012
63669,8,8,8,4,2011.2012
63670,6,7,7,4,2011.2012
63671,7,9,9,3,2011.2012
63673,5,6,6,2,2011.2012
63674,6,7,7,4,2011.2012
63675,12,15,15,5,2011.2012
63676,12,15,15,5,2011.2012
63677,4,6,6,4,2011.2012
63680,8,7,7,1,2011.2012
63681,12,15,15,5,2011.2012
63682,9,14,14,2,2011.2012
63683,3,3,3,4,2011.2012
63684,7,7,7,4,2011.2012
63685,4,5,5,3,2011.2012
63686,9,8,8,2,2011.2012
63687,11,14,14,5,2011.2012
63688,6,7,7,4,2011.2012
63690,12,15,15,5,2011.2012
63691,5,5,5,1,2011.2012
63693,7,8,8,1,2011.2012
63694,11,15,15,4,2011.2012
63696,4,5,5,3,2011.2012
63697,10,10,10,3,2011.2012
63698,3,3,3,4,2011.2012
63700,11,14,14,2,2011.2012
63701,12,15,15,5,2011.2012
63702,12,15,15,5,2011.2012
63703,3,3,3,2,2011.2012
63705,3,3,3,2,2011.2012
63707,8,9,9,3,2011.2012
63708,5,8,8,5,2011.2012
63709,2,1,1,2,2011.2012
63710,12,15,15,4,2011.2012
63711,6,8,8,5,2011.2012
63712,6,6,6,4,2011.2012
63713,12,15,15,5,2011.2012
63714,12,15,15,4,2011.2012
63715,3,3,3,3,2011.2012
63716,4,3,3,1,2011.2012
63717,4,1,1,4,2011.2012
63718,3,2,2,3,2011.2012
63719,7,5,5,3,2011.2012
63720,2,1,1,4,2011.2012
63721,7,8,8,3,2011.2012
63723,5,5,5,3,2011.2012
63724,3,3,3,1,2011.2012
63725,8,7,7,4,2011.2012
63726,7,3,3,5,2011.2012
63727,11,15,15,4,2011.2012
63728,8,7,7,2,2011.2012
63729,11,15,15,4,2011.2012
63730,12,15,15,5,2011.2012
63732,5,7,7,3,2011.2012
63734,3,2,2,4,2011.2012
63735,3,5,3,4,2011.2012
63736,5,6,6,4,2011.2012
63737,7,9,9,3,2011.2012
63738,4,5,5,4,2011.2012
63739,3,2,2,2,2011.2012
63740,2,4,4,2,2011.2012
63742,11,10,10,3,2011.2012
63743,7,14,14,3,2011.2012
63746,3,2,2,3,2011.2012
63747,3,5,5,3,2011.2012
63748,8,10,10,4,2011.2012
63749,7,10,8,3,2011.2012
63750,2,12,1,4,2011.2012
63752,3,3,3,3,2011.2012
63753,5,8,3,3,2011.2012
63754,11,15,15,4,2011.2012
63755,12,15,15,5,2011.2012
63756,3,5,5,5,2011.2012
63757,4,6,6,4,2011.2012
63759,11,14,14,5,2011.2012
63761,7,7,7,3,2011.2012
63762,5,5,5,4,2011.2012
63763,5,6,6,5,2011.2012
63765,10,14,14,3,2011.2012
63766,11,15,15,3,2011.2012
63767,3,4,4,1,2011.2012
63769,11,15,15,2,2011.2012
63770,7,3,3,4,2011.2012
63771,7,7,7,4,2011.2012
63772,1,14,14,4,2011.2012
63773,11,9,9,5,2011.2012
63774,7,6,6,2,2011.2012
63775,8,14,14,5,2011.2012
63776,4,5,5,1,2011.2012
63778,3,2,2,3,2011.2012
63779,3,6,6,3,2011.2012
63780,8,7,7,4,2011.2012
63781,8,15,8,4,2011.2012
63782,2,3,3,4,2011.2012
63783,8,15,15,5,2011.2012
63784,8,9,9,3,2011.2012
63785,7,8,8,3,2011.2012
63787,5,6,6,3,2011.2012
63788,3,3,3,3,2011.2012
63789,12,15,15,5,2011.2012
63790,3,5,5,4,2011.2012
63792,12,14,14,5,2011.2012
63793,4,4,4,4,2011.2012
63794,12,15,15,5,2011.2012
63795,7,10,7,4,2011.2012
63796,8,15,10,5,2011.2012
63797,11,15,15,4,2011.2012
63799,6,6,6,3,2011.2012
63800,1,2,2,4,2011.2012
63801,6,6,6,5,2011.2012
63802,6,7,7,5,2011.2012
63803,7,7,7,2,2011.2012
63804,10,14,14,4,2011.2012
63805,8,7,7,4,2011.2012
63807,3,2,2,3,2011.2012
63808,8,6,6,4,2011.2012
63809,9,9,9,1,2011.2012
63810,3,4,4,2,2011.2012
63811,8,7,7,5,2011.2012
63812,2,3,3,1,2011.2012
63813,4,4,4,5,2011.2012
63815,4,5,5,1,2011.2012
63816,5,6,6,2,2011.2012
63817,11,15,15,5,2011.2012
63818,5,1,1,5,2011.2012
63820,3,5,5,2,2011.2012
63821,6,6,6,4,2011.2012
63822,11,14,14,2,2011.2012
63823,1,3,1,4,2011.2012
63825,11,14,14,5,2011.2012
63826,12,15,15,5,2011.2012
63827,4,4,4,3,2011.2012
63828,8,10,10,4,2011.2012
63829,8,10,10,4,2011.2012
63830,4,8,8,1,2011.2012
63832,8,8,8,5,2011.2012
63834,9,14,14,4,2011.2012
63835,10,15,15,5,2011.2012
63836,4,5,5,3,2011.2012
63837,8,10,10,4,2011.2012
63838,3,4,4,3,2011.2012
63839,8,10,10,1,2011.2012
63840,9,10,10,4,2011.2012
63841,10,10,10,4,2011.2012
63844,3,6,6,3,2011.2012
63845,3,3,3,4,2011.2012
63846,6,6,6,3,2011.2012
63847,4,6,6,3,2011.2012
63848,12,15,15,3,2011.2012
63849,10,14,14,4,2011.2012
63850,10,10,10,5,2011.2012
63851,2,1,1,3,2011.2012
63852,12,15,15,4,2011.2012
63853,12,15,15,5,2011.2012
63854,7,8,8,2,2011.2012
63855,12,15,15,5,2011.2012
63856,2,2,1,4,2011.2012
63857,4,4,4,3,2011.2012
63858,7,8,8,1,2011.2012
63859,2,3,3,4,2011.2012
63860,7,9,9,3,2011.2012
63861,12,15,15,5,2011.2012
63864,3,6,3,2,2011.2012
63865,6,6,6,2,2011.2012
63867,3,5,5,4,2011.2012
63868,9,10,10,5,2011.2012
63869,12,15,15,2,2011.2012
63870,1,2,2,4,2011.2012
63871,7,7,7,5,2011.2012
63872,6,7,7,1,2011.2012
63873,3,5,3,1,2011.2012
63874,8,7,7,1,2011.2012
63875,3,3,3,2,2011.2012
63876,3,3,3,4,2011.2012
63877,1,12,1,4,2011.2012
63878,5,6,6,4,2011.2012
63879,7,7,7,5,2011.2012
63880,5,7,7,2,2011.2012
63881,5,12,6,5,2011.2012
63882,12,15,15,5,2011.2012
63883,3,4,4,1,2011.2012
63885,1,1,1,4,2011.2012
63886,12,15,15,5,2011.2012
63887,6,7,7,3,2011.2012
63888,3,5,5,5,2011.2012
63889,2,1,1,3,2011.2012
63890,2,3,3,4,2011.2012
63892,1,15,15,5,2011.2012
63893,8,8,8,4,2011.2012
63894,5,7,7,4,2011.2012
63895,12,15,15,4,2011.2012
63896,11,14,14,5,2011.2012
63897,5,6,6,4,2011.2012
63898,5,6,6,3,2011.2012
63899,3,3,3,1,2011.2012
63902,9,10,10,4,2011.2012
63903,7,14,14,5,2011.2012
63904,11,10,10,4,2011.2012
63905,6,3,2,4,2011.2012
63906,4,4,4,3,2011.2012
63907,9,15,14,5,2011.2012
63908,7,7,7,2,2011.2012
63909,4,3,3,4,2011.2012
63910,12,15,15,5,2011.2012
63911,8,9,9,4,2011.2012
63913,3,2,2,4,2011.2012
63914,7,9,9,2,2011.2012
63915,7,7,7,4,2011.2012
63916,4,4,4,2,2011.2012
63917,4,5,5,4,2011.2012
63919,2,2,2,3,2011.2012
63920,10,10,10,4,2011.2012
63921,5,1,1,2,2011.2012
63922,4,5,5,4,2011.2012
63923,12,15,15,5,2011.2012
63924,5,4,4,3,2011.2012
63925,8,6,6,4,2011.2012
63926,4,5,5,4,2011.2012
63927,3,3,3,1,2011.2012
63928,6,7,7,5,2011.2012
63929,11,15,15,3,2011.2012
63930,7,6,6,4,2011.2012
63931,8,6,6,3,2011.2012
63932,10,10,10,4,2011.2012
63933,3,2,2,2,2011.2012
63934,4,5,5,1,2011.2012
63936,8,10,7,5,2011.2012
63937,7,7,7,4,2011.2012
63938,10,15,15,5,2011.2012
63939,3,5,5,2,2011.2012
63940,11,10,10,5,2011.2012
63941,8,9,9,2,2011.2012
63943,7,8,7,5,2011.2012
63945,10,10,10,5,2011.2012
63946,6,6,6,4,2011.2012
63947,6,6,6,3,2011.2012
63948,11,12,14,3,2011.2012
63951,12,15,15,5,2011.2012
63952,12,15,15,5,2011.2012
63953,7,7,7,4,2011.2012
63954,4,6,6,3,2011.2012
63956,12,15,15,5,2011.2012
63957,7,7,7,2,2011.2012
63958,5,6,6,3,2011.2012
63959,4,6,6,3,2011.2012
73557,4,4,4,3,2013.2014
73558,5,7,7,3,2013.2014
73559,10,10,10,4,2013.2014
73560,9,9,9,3,2013.2014
73561,11,15,15,5,2013.2014
73562,10,9,9,4,2013.2014
73564,8,10,10,5,2013.2014
73565,12,15,15,3,2013.2014
73566,4,4,4,3,2013.2014
73567,3,3,3,2,2013.2014
73568,9,15,15,5,2013.2014
73570,5,5,5,5,2013.2014
73571,12,14,14,5,2013.2014
73572,3,2,2,4,2013.2014
73573,8,8,8,3,2013.2014
73574,12,8,8,5,2013.2014
73575,3,3,3,2,2013.2014
73576,5,8,8,4,2013.2014
73577,2,5,2,3,2013.2014
73579,4,10,10,5,2013.2014
73581,12,15,15,5,2013.2014
73582,6,3,3,4,2013.2014
73583,11,15,15,5,2013.2014
73584,8,9,9,4,2013.2014
73585,10,7,7,4,2013.2014
73586,6,6,6,4,2013.2014
73587,11,15,15,3,2013.2014
73588,7,6,6,4,2013.2014
73589,4,5,5,3,2013.2014
73590,6,5,5,4,2013.2014
73591,12,15,15,5,2013.2014
73593,11,15,15,5,2013.2014
73594,4,5,5,1,2013.2014
73595,7,8,8,4,2013.2014
73596,8,15,15,5,2013.2014
73597,5,15,6,5,2013.2014
73599,5,8,6,4,2013.2014
73600,5,5,5,3,2013.2014
73601,12,14,14,5,2013.2014
73603,9,14,14,5,2013.2014
73604,6,10,6,4,2013.2014
73605,12,15,15,5,2013.2014
73606,11,14,14,4,2013.2014
73607,4,4,4,3,2013.2014
73608,4,3,3,5,2013.2014
73609,6,6,6,1,2013.2014
73610,9,10,10,5,2013.2014
73611,4,5,5,1,2013.2014
73612,6,7,7,2,2013.2014
73613,10,15,15,2,2013.2014
73614,3,5,5,3,2013.2014
73615,3,3,3,1,2013.2014
73616,12,15,15,4,2013.2014
73617,3,4,4,3,2013.2014
73619,3,3,3,3,2013.2014
73620,12,15,15,5,2013.2014
73621,10,14,14,5,2013.2014
73622,11,14,14,5,2013.2014
73623,11,14,14,3,2013.2014
73624,5,4,4,4,2013.2014
73626,6,4,4,1,2013.2014
73628,6,7,7,4,2013.2014
73629,9,14,14,4,2013.2014
73631,3,2,2,2,2013.2014
73632,7,7,7,3,2013.2014
73633,12,14,14,5,2013.2014
73634,7,6,6,3,2013.2014
73635,12,15,15,4,2013.2014
73636,9,14,14,4,2013.2014
73637,2,2,2,5,2013.2014
73638,6,6,6,4,2013.2014
73639,7,7,7,2,2013.2014
73640,4,6,6,4,2013.2014
73641,2,2,2,4,2013.2014
73642,9,8,8,1,2013.2014
73643,6,1,1,4,2013.2014
73645,11,15,15,4,2013.2014
73646,10,15,15,5,2013.2014
73647,8,10,10,2,2013.2014
73649,2,2,2,3,2013.2014
73650,5,10,10,5,2013.2014
73651,9,9,9,4,2013.2014
73652,6,9,9,3,2013.2014
73653,2,3,3,3,2013.2014
73655,8,8,8,3,2013.2014
73656,12,15,15,5,2013.2014
73657,7,7,7,3,2013.2014
73658,8,15,15,5,2013.2014
73659,9,6,6,4,2013.2014
73660,7,7,7,5,2013.2014
73661,10,7,7,5,2013.2014
73662,3,3,3,3,2013.2014
73663,9,15,9,5,2013.2014
73664,12,14,14,4,2013.2014
73666,9,9,9,5,2013.2014
73667,4,4,4,2,2013.2014
73668,3,8,8,4,2013.2014
73669,1,5,5,3,2013.2014
73670,3,3,3,1,2013.2014
73671,3,3,3,2,2013.2014
73672,11,14,14,4,2013.2014
73673,12,15,15,5,2013.2014
73675,4,4,4,3,2013.2014
73676,6,10,10,5,2013.2014
73677,11,15,15,5,2013.2014
73678,3,6,6,2,2013.2014
73679,9,7,7,3,2013.2014
73680,8,8,8,5,2013.2014
73681,7,6,6,3,2013.2014
73682,2,2,2,3,2013.2014
73683,8,8,8,5,2013.2014
73684,12,15,15,5,2013.2014
73687,6,4,4,3,2013.2014
73688,6,10,10,5,2013.2014
73689,11,15,15,5,2013.2014
73690,7,8,8,2,2013.2014
73691,7,8,8,4,2013.2014
73692,3,6,6,4,2013.2014
73693,2,2,2,2,2013.2014
73694,10,10,10,4,2013.2014
73695,8,9,9,4,2013.2014
73697,8,8,8,3,2013.2014
73698,5,9,6,4,2013.2014
73701,12,15,15,5,2013.2014
73702,8,9,9,4,2013.2014
73704,5,7,7,2,2013.2014
73705,11,15,15,5,2013.2014
73706,6,6,6,4,2013.2014
73708,12,15,15,5,2013.2014
73710,5,4,4,4,2013.2014
73711,4,4,4,2,2013.2014
73712,12,15,15,5,2013.2014
73713,4,99,4,2,2013.2014
73714,11,15,15,5,2013.2014
73715,8,9,9,4,2013.2014
73716,11,8,8,5,2013.2014
73718,3,5,5,4,2013.2014
73719,5,6,6,1,2013.2014
73720,8,9,9,5,2013.2014
73721,3,6,6,3,2013.2014
73722,7,7,7,4,2013.2014
73723,11,15,15,4,2013.2014
73725,8,8,8,4,2013.2014
73726,6,8,8,3,2013.2014
73727,3,2,2,2,2013.2014
73728,12,15,15,4,2013.2014
73729,9,9,9,4,2013.2014
73731,10,15,15,4,2013.2014
73732,8,8,8,3,2013.2014
73734,4,1,1,2,2013.2014
73735,1,1,1,1,2013.2014
73737,5,10,10,5,2013.2014
73738,6,15,15,5,2013.2014
73739,6,6,6,4,2013.2014
73742,7,7,7,3,2013.2014
73745,3,3,3,3,2013.2014
73746,3,3,3,4,2013.2014
73747,11,14,14,2,2013.2014
73750,6,7,7,4,2013.2014
73751,3,3,3,3,2013.2014
73752,10,9,9,4,2013.2014
73753,8,8,8,3,2013.2014
73754,4,4,4,1,2013.2014
73757,9,14,14,5,2013.2014
73758,12,15,15,4,2013.2014
73759,8,7,7,3,2013.2014
73761,3,3,3,2,2013.2014
73762,11,10,10,5,2013.2014
73763,5,1,1,4,2013.2014
73764,6,10,10,3,2013.2014
73765,1,3,3,4,2013.2014
73766,5,5,5,4,2013.2014
73767,11,15,15,5,2013.2014
73768,9,14,14,5,2013.2014
73770,9,14,14,5,2013.2014
73772,12,15,15,3,2013.2014
73773,12,15,15,5,2013.2014
73775,3,3,3,2,2013.2014
73776,6,5,5,1,2013.2014
73777,5,5,5,3,2013.2014
73778,5,5,5,4,2013.2014
73779,1,1,1,3,2013.2014
73782,3,5,3,3,2013.2014
73783,12,15,15,5,2013.2014
73784,4,6,6,2,2013.2014
73785,12,15,15,5,2013.2014
73786,5,5,5,2,2013.2014
73787,8,9,9,1,2013.2014
73788,2,2,2,2,2013.2014
73789,10,15,15,4,2013.2014
73790,7,7,7,5,2013.2014
73791,5,5,5,4,2013.2014
