SEQN,Monthly family income,Total household income,Total family income,education level,Year
90887,3,4,4,3,2015.2016
90888,5,8,8,4,2015.2016
90889,12,15,15,4,2015.2016
90890,12,14,14,4,2015.2016
90892,7,7,7,5,2015.2016
90893,8,7,7,3,2015.2016
90894,10,14,14,4,2015.2016
90895,12,14,14,5,2015.2016
90896,9,9,9,4,2015.2016
90897,2,2,2,4,2015.2016
90898,12,15,15,5,2015.2016
90899,7,12,7,5,2015.2016
90900,3,3,3,2,2015.2016
90902,4,4,4,4,2015.2016
90903,7,7,7,4,2015.2016
90906,9,10,10,3,2015.2016
90907,4,7,7,2,2015.2016
90910,7,7,7,4,2015.2016
90911,3,3,3,2,2015.2016
90912,5,6,6,1,2015.2016
90913,5,7,7,5,2015.2016
90914,3,6,6,5,2015.2016
90915,12,15,15,5,2015.2016
90916,12,15,15,5,2015.2016
90917,12,15,15,4,2015.2016
90918,10,10,10,2,2015.2016
90919,3,2,2,1,2015.2016
90920,6,7,7,4,2015.2016
90921,11,14,14,5,2015.2016
90923,8,7,7,4,2015.2016
90924,8,9,9,5,2015.2016
90926,12,15,15,1,2015.2016
90927,5,6,6,1,2015.2016
90929,5,5,5,4,2015.2016
90930,12,15,15,4,2015.2016
90931,2,12,6,3,2015.2016
90932,11,14,14,3,2015.2016
90933,7,7,7,1,2015.2016
90934,5,8,8,4,2015.2016
90936,12,15,15,5,2015.2016
90937,6,7,6,4,2015.2016
90938,3,3,3,2,2015.2016
90939,6,14,14,5,2015.2016
90940,9,9,9,4,2015.2016
90941,8,6,6,2,2015.2016
90942,2,5,5,4,2015.2016
90943,3,8,6,5,2015.2016
90944,6,6,6,1,2015.2016
90945,8,14,14,3,2015.2016
90946,2,2,2,2,2015.2016
90947,11,9,9,4,2015.2016
90948,11,5,5,5,2015.2016
90949,7,8,8,4,2015.2016
90950,5,5,5,1,2015.2016
90951,12,15,15,5,2015.2016
90953,8,8,8,1,2015.2016
90954,11,14,14,3,2015.2016
90955,9,9,9,3,2015.2016
90956,4,15,7,5,2015.2016
90957,3,2,2,4,2015.2016
90958,11,14,14,4,2015.2016
90959,7,9,9,5,2015.2016
90961,8,8,8,4,2015.2016
90963,8,8,8,4,2015.2016
90965,7,8,8,1,2015.2016
90967,10,15,10,4,2015.2016
90970,7,7,7,3,2015.2016
90971,5,6,6,4,2015.2016
90972,8,9,9,5,2015.2016
90974,1,6,6,2,2015.2016
90975,5,8,8,3,2015.2016
90977,6,6,6,3,2015.2016
90978,6,8,8,4,2015.2016
90979,6,6,6,4,2015.2016
90980,12,4,4,3,2015.2016
90983,5,7,7,3,2015.2016
90984,7,8,8,3,2015.2016
90985,10,14,14,3,2015.2016
90987,8,8,8,4,2015.2016
90988,8,14,14,5,2015.2016
90989,3,3,3,4,2015.2016
90990,4,6,6,4,2015.2016
90991,12,15,15,3,2015.2016
90994,6,5,5,3,2015.2016
90995,8,8,8,4,2015.2016
90996,6,5,5,1,2015.2016
90997,11,15,15,5,2015.2016
91000,6,6,6,5,2015.2016
91002,10,14,14,3,2015.2016
91004,7,7,7,2,2015.2016
91007,8,7,7,1,2015.2016
91008,8,6,6,1,2015.2016
91009,12,4,4,4,2015.2016
91010,5,6,6,2,2015.2016
91011,12,14,14,5,2015.2016
91013,3,6,6,2,2015.2016
91014,9,8,8,2,2015.2016
91015,4,4,4,3,2015.2016
91016,10,15,15,3,2015.2016
91017,10,15,15,4,2015.2016
91020,10,15,15,5,2015.2016
91022,12,4,4,3,2015.2016
91023,12,15,15,5,2015.2016
91026,6,7,7,5,2015.2016
91027,11,14,14,3,2015.2016
91028,3,3,3,3,2015.2016
91029,1,1,1,1,2015.2016
91030,12,15,15,5,2015.2016
91032,11,14,14,4,2015.2016
91034,2,2,2,5,2015.2016
91035,10,9,9,3,2015.2016
91036,7,7,7,4,2015.2016
91037,12,15,15,3,2015.2016
91038,12,15,15,5,2015.2016
91040,6,7,7,3,2015.2016
91041,8,6,6,2,2015.2016
91042,2,6,6,3,2015.2016
91043,7,7,7,4,2015.2016
91044,5,6,6,4,2015.2016
91045,10,15,15,4,2015.2016
91046,12,15,15,5,2015.2016
91047,6,6,6,4,2015.2016
91048,3,9,1,2,2015.2016
91049,6,3,3,5,2015.2016
91050,5,6,6,3,2015.2016
91051,12,8,8,4,2015.2016
91052,9,9,9,3,2015.2016
91054,9,7,7,5,2015.2016
91055,12,15,15,2,2015.2016
91056,6,6,6,4,2015.2016
91057,6,7,7,3,2015.2016
91058,3,2,2,3,2015.2016
91059,12,4,4,3,2015.2016
91060,7,8,8,5,2015.2016
91062,4,3,3,3,2015.2016
91064,11,14,14,3,2015.2016
91065,5,7,5,3,2015.2016
91066,6,6,6,5,2015.2016
91067,8,7,7,3,2015.2016
91068,12,15,15,5,2015.2016
91069,11,14,14,4,2015.2016
91071,10,14,14,2,2015.2016
91073,6,6,6,4,2015.2016
91074,11,14,14,4,2015.2016
91075,8,9,9,5,2015.2016
91077,5,5,5,1,2015.2016
91078,5,7,7,2,2015.2016
91079,3,2,2,2,2015.2016
91080,11,14,14,5,2015.2016
91081,6,5,5,2,2015.2016
91082,9,8,8,2,2015.2016
91083,11,14,14,5,2015.2016
91084,10,15,15,5,2015.2016
91085,10,10,10,4,2015.2016
91086,12,15,15,4,2015.2016
91087,5,4,4,3,2015.2016
91088,11,15,15,4,2015.2016
91090,8,8,8,4,2015.2016
91092,10,7,7,5,2015.2016
91093,3,2,2,2,2015.2016
91094,2,2,2,1,2015.2016
91095,12,15,15,5,2015.2016
91096,11,15,15,4,2015.2016
91097,12,15,15,1,2015.2016
91098,10,14,14,4,2015.2016
91099,5,6,5,3,2015.2016
91100,5,7,7,5,2015.2016
91103,7,10,10,3,2015.2016
91104,7,7,7,5,2015.2016
91105,9,10,10,5,2015.2016
91106,3,4,4,4,2015.2016
91107,5,5,5,2,2015.2016
91108,11,15,15,5,2015.2016
91109,8,6,6,1,2015.2016
91112,6,7,7,1,2015.2016
91113,8,8,8,1,2015.2016
91114,9,14,14,4,2015.2016
91115,1,7,7,4,2015.2016
91116,9,7,7,2,2015.2016
91118,7,8,8,4,2015.2016
91120,8,8,8,5,2015.2016
91122,12,15,15,4,2015.2016
91123,6,5,5,4,2015.2016
91124,5,6,6,1,2015.2016
91126,8,8,8,1,2015.2016
91128,7,14,14,4,2015.2016
91129,5,6,6,1,2015.2016
91131,10,15,15,5,2015.2016
91132,3,3,3,3,2015.2016
91133,2,6,1,5,2015.2016
91134,8,15,15,4,2015.2016
91136,4,6,6,5,2015.2016
91137,3,3,3,1,2015.2016
91138,7,6,6,4,2015.2016
91139,7,7,7,4,2015.2016
91140,3,3,3,4,2015.2016
91141,7,10,10,3,2015.2016
91142,5,7,7,5,2015.2016
91143,5,5,5,3,2015.2016
91144,3,1,1,4,2015.2016
91145,12,14,14,4,2015.2016
91146,3,4,4,2,2015.2016
91147,5,3,3,2,2015.2016
91148,12,15,15,5,2015.2016
91149,2,14,3,4,2015.2016
91150,6,5,5,2,2015.2016
91151,1,4,4,4,2015.2016
91154,9,8,8,4,2015.2016
91155,8,15,15,5,2015.2016
91156,11,10,10,4,2015.2016
91157,12,15,15,5,2015.2016
91158,9,7,7,4,2015.2016
91159,9,15,15,5,2015.2016
91161,6,6,6,4,2015.2016
91162,7,7,7,2,2015.2016
91163,2,8,8,3,2015.2016
91164,7,6,6,5,2015.2016
91165,1,4,4,4,2015.2016
91167,3,7,7,5,2015.2016
91168,2,1,1,2,2015.2016
91169,6,6,6,2,2015.2016
91170,5,6,6,3,2015.2016
91172,11,15,15,4,2015.2016
91173,1,1,1,2,2015.2016
91174,10,14,14,5,2015.2016
91175,12,15,15,5,2015.2016
91176,6,8,8,3,2015.2016
91177,11,15,15,3,2015.2016
91178,4,2,2,4,2015.2016
91180,7,7,7,3,2015.2016
91183,5,3,3,1,2015.2016
91184,6,8,8,3,2015.2016
91185,4,5,5,1,2015.2016
91186,12,15,15,4,2015.2016
91189,4,6,6,5,2015.2016
91190,6,8,8,4,2015.2016
91192,7,8,8,2,2015.2016
91193,3,3,3,2,2015.2016
91196,10,14,14,4,2015.2016
91197,3,4,4,3,2015.2016
91198,6,6,6,3,2015.2016
91199,2,2,2,3,2015.2016
91200,5,9,9,2,2015.2016
91201,6,6,6,4,2015.2016
91204,8,7,7,5,2015.2016
91206,7,7,7,4,2015.2016
91209,10,14,14,2,2015.2016
91210,2,1,1,1,2015.2016
91211,10,10,10,4,2015.2016
91213,6,6,6,4,2015.2016
91214,11,15,15,4,2015.2016
91215,9,6,6,2,2015.2016
91216,12,15,15,4,2015.2016
91217,8,9,9,4,2015.2016
91218,9,15,15,5,2015.2016
91220,8,6,6,5,2015.2016
91222,12,15,15,4,2015.2016
91223,1,1,1,4,2015.2016
91224,7,7,7,4,2015.2016
91225,7,6,6,3,2015.2016
91226,6,5,5,4,2015.2016
91227,3,4,4,3,2015.2016
91228,3,5,5,3,2015.2016
91229,11,15,15,5,2015.2016
91230,3,3,3,2,2015.2016
91231,1,15,15,3,2015.2016
91232,4,9,9,4,2015.2016
91233,3,3,3,3,2015.2016
91234,8,9,9,4,2015.2016
91236,11,14,14,5,2015.2016
91237,10,14,14,5,2015.2016
91238,6,8,8,3,2015.2016
91239,6,5,5,4,2015.2016
91240,7,8,8,5,2015.2016
91241,4,6,6,5,2015.2016
91242,3,4,4,1,2015.2016
91243,1,14,9,3,2015.2016
91244,3,5,5,2,2015.2016
91246,8,9,9,3,2015.2016
91247,11,15,15,4,2015.2016
91249,12,15,15,5,2015.2016
91250,7,7,7,2,2015.2016
91251,2,7,5,2,2015.2016
91252,4,5,5,2,2015.2016
91253,7,15,7,3,2015.2016
91255,11,15,15,5,2015.2016
91256,12,15,15,5,2015.2016
91258,7,7,7,3,2015.2016
91259,10,15,15,1,2015.2016
91260,2,2,2,1,2015.2016
91261,4,4,4,5,2015.2016
91263,1,1,1,1,2015.2016
91264,1,1,1,5,2015.2016
91265,12,15,15,5,2015.2016
91266,11,15,15,5,2015.2016
91268,6,7,7,5,2015.2016
91269,8,15,15,5,2015.2016
91271,5,6,6,3,2015.2016
91273,4,6,6,2,2015.2016
91274,4,6,6,4,2015.2016
91275,10,15,9,3,2015.2016
91276,2,2,2,3,2015.2016
91277,12,15,15,4,2015.2016
91278,3,3,3,3,2015.2016
91280,10,9,9,3,2015.2016
91281,4,5,5,4,2015.2016
91282,9,15,9,2,2015.2016
91283,6,7,7,3,2015.2016
91284,6,14,8,4,2015.2016
91285,8,9,9,2,2015.2016
91286,6,6,6,1,2015.2016
91287,2,6,6,4,2015.2016
91288,5,7,7,5,2015.2016
91289,5,8,8,4,2015.2016
91290,10,5,5,5,2015.2016
91291,6,6,6,3,2015.2016
91293,2,3,3,4,2015.2016
91294,3,2,2,3,2015.2016
91295,5,5,5,4,2015.2016
91297,10,14,14,5,2015.2016
91298,3,6,6,3,2015.2016
91302,12,15,15,4,2015.2016
91303,3,3,3,1,2015.2016
91305,4,5,5,4,2015.2016
91306,7,6,6,4,2015.2016
91307,2,2,2,1,2015.2016
91309,4,4,4,5,2015.2016
91310,12,15,15,5,2015.2016
91311,7,7,7,5,2015.2016
91312,12,15,15,5,2015.2016
91313,7,7,7,1,2015.2016
91314,7,10,10,5,2015.2016
91315,6,6,6,2,2015.2016
91316,7,8,8,3,2015.2016
91318,11,9,9,5,2015.2016
91319,7,4,4,3,2015.2016
91320,6,6,6,3,2015.2016
91321,3,8,3,4,2015.2016
91323,3,6,6,4,2015.2016
91324,7,7,7,3,2015.2016
91325,3,4,4,3,2015.2016
91328,6,14,14,5,2015.2016
91329,4,5,5,4,2015.2016
91333,4,6,6,2,2015.2016
91334,12,15,15,5,2015.2016
91335,8,8,8,5,2015.2016
91336,5,7,2,3,2015.2016
91338,4,6,6,3,2015.2016
91339,6,7,7,4,2015.2016
91340,7,10,10,3,2015.2016
91343,9,9,9,4,2015.2016
91344,2,3,2,2,2015.2016
91345,2,2,2,2,2015.2016
91347,4,4,4,1,2015.2016
91348,12,15,15,5,2015.2016
91349,9,9,9,5,2015.2016
91350,6,6,6,3,2015.2016
91351,1,6,4,5,2015.2016
91352,1,1,1,1,2015.2016
91353,7,7,6,2,2015.2016
91354,8,15,15,5,2015.2016
91355,3,3,3,3,2015.2016
91356,1,4,1,1,2015.2016
91357,7,4,4,4,2015.2016
91358,9,8,8,2,2015.2016
91359,7,7,7,5,2015.2016
91360,11,15,15,3,2015.2016
91361,9,7,7,5,2015.2016
91362,4,5,5,4,2015.2016
91363,7,7,7,1,2015.2016
91364,7,14,14,5,2015.2016
91366,6,8,8,2,2015.2016
91367,7,7,7,4,2015.2016
91368,6,5,5,2,2015.2016
91369,3,1,1,3,2015.2016
91370,10,14,14,5,2015.2016
91371,6,6,6,4,2015.2016
91373,4,4,4,3,2015.2016
91374,7,10,10,5,2015.2016
91375,8,9,9,4,2015.2016
91376,8,8,8,1,2015.2016
91377,4,4,4,2,2015.2016
91378,8,9,9,4,2015.2016
91382,8,5,5,2,2015.2016
91383,12,15,15,5,2015.2016
91384,10,8,8,4,2015.2016
91385,12,15,15,3,2015.2016
91386,6,6,6,3,2015.2016
91387,7,8,8,4,2015.2016
91388,9,14,14,4,2015.2016
91389,5,15,15,3,2015.2016
91390,12,15,15,5,2015.2016
91391,5,9,7,5,2015.2016
91393,11,15,15,4,2015.2016
91394,5,3,3,1,2015.2016
91395,9,14,14,4,2015.2016
91396,11,15,15,4,2015.2016
91397,7,5,5,2,2015.2016
91399,9,14,14,5,2015.2016
91400,1,5,4,5,2015.2016
91401,7,7,7,3,2015.2016
91403,8,7,7,2,2015.2016
91404,12,15,15,5,2015.2016
91405,2,5,1,1,2015.2016
91406,12,15,15,5,2015.2016
91408,3,3,3,1,2015.2016
91409,10,10,10,3,2015.2016
91410,7,14,14,3,2015.2016
91412,9,14,14,4,2015.2016
91413,11,14,14,5,2015.2016
91414,9,10,10,4,2015.2016
91416,6,5,5,1,2015.2016
91417,11,14,14,5,2015.2016
91418,6,6,6,1,2015.2016
91419,7,7,7,5,2015.2016
91420,5,6,6,4,2015.2016
91421,7,5,5,4,2015.2016
91422,4,8,8,3,2015.2016
91423,9,8,8,5,2015.2016
91425,8,8,8,2,2015.2016
91427,5,6,6,3,2015.2016
91428,6,7,7,3,2015.2016
91429,6,5,5,1,2015.2016
91431,10,7,7,3,2015.2016
91432,7,7,7,4,2015.2016
91433,6,4,4,2,2015.2016
91434,8,7,7,1,2015.2016
91435,2,5,2,5,2015.2016
91436,2,1,1,3,2015.2016
91437,11,15,15,5,2015.2016
91440,7,7,7,2,2015.2016
91441,7,15,15,4,2015.2016
91442,11,15,15,3,2015.2016
91444,6,6,6,5,2015.2016
91445,3,5,5,3,2015.2016
91446,4,9,9,4,2015.2016
91448,8,8,8,4,2015.2016
91449,2,3,3,1,2015.2016
91450,3,2,2,1,2015.2016
91451,3,7,1,1,2015.2016
91452,1,2,2,2,2015.2016
91455,10,8,8,3,2015.2016
91456,9,10,10,3,2015.2016
91458,3,4,4,4,2015.2016
91459,5,5,5,3,2015.2016
91460,11,15,15,3,2015.2016
91461,7,7,7,5,2015.2016
91463,9,10,10,3,2015.2016
91464,11,8,8,1,2015.2016
91465,3,3,3,1,2015.2016
91466,11,15,15,5,2015.2016
91467,11,14,14,5,2015.2016
91468,6,6,6,3,2015.2016
91469,10,14,14,5,2015.2016
91470,2,2,2,1,2015.2016
91471,8,8,8,5,2015.2016
91472,9,8,8,1,2015.2016
91473,12,15,15,4,2015.2016
91474,3,2,2,2,2015.2016
91477,6,8,8,4,2015.2016
91478,11,10,10,5,2015.2016
91479,3,3,3,3,2015.2016
91480,12,15,15,5,2015.2016
91482,8,8,8,4,2015.2016
91483,6,6,6,4,2015.2016
91484,11,14,14,5,2015.2016
91485,12,15,15,5,2015.2016
91486,6,5,5,2,2015.2016
91487,8,8,8,5,2015.2016
91488,6,7,7,3,2015.2016
91489,4,6,6,4,2015.2016
91491,7,14,14,3,2015.2016
91493,3,3,3,3,2015.2016
91494,5,9,9,5,2015.2016
91495,12,14,14,3,2015.2016
91497,11,14,14,5,2015.2016
91498,5,8,8,3,2015.2016
91499,11,14,14,3,2015.2016
91502,5,8,8,3,2015.2016
91503,9,8,8,5,2015.2016
91506,3,6,6,4,2015.2016
91507,2,2,2,1,2015.2016
91508,11,14,14,4,2015.2016
91510,12,14,14,5,2015.2016
91511,10,7,7,4,2015.2016
91512,12,15,15,5,2015.2016
91513,9,9,9,3,2015.2016
91514,3,3,3,4,2015.2016
91515,7,15,8,2,2015.2016
91516,5,5,5,1,2015.2016
91518,7,7,7,4,2015.2016
91520,12,10,10,5,2015.2016
91521,8,9,9,4,2015.2016
91522,3,15,3,4,2015.2016
91523,11,15,15,5,2015.2016
91524,3,2,2,3,2015.2016
91525,11,14,14,4,2015.2016
91526,12,15,15,4,2015.2016
91527,4,5,5,4,2015.2016
91528,11,14,14,4,2015.2016
91529,12,15,15,5,2015.2016
91530,10,14,14,4,2015.2016
91531,2,4,4,1,2015.2016
91532,1,3,3,4,2015.2016
91533,6,6,6,4,2015.2016
91535,10,14,14,1,2015.2016
91538,4,4,4,1,2015.2016
91539,7,7,7,4,2015.2016
91540,7,6,6,3,2015.2016
91542,11,15,15,5,2015.2016
91543,5,5,5,5,2015.2016
91544,4,4,4,3,2015.2016
91548,10,7,7,5,2015.2016
91549,6,5,5,2,2015.2016
91550,3,3,3,4,2015.2016
91551,6,8,8,5,2015.2016
91552,5,7,7,4,2015.2016
91553,7,8,8,3,2015.2016
91555,11,14,14,5,2015.2016
91556,10,10,10,5,2015.2016
91557,3,5,2,3,2015.2016
91559,3,2,2,3,2015.2016
91561,12,15,15,4,2015.2016
91562,8,8,8,5,2015.2016
91564,9,14,14,5,2015.2016
91565,4,5,5,4,2015.2016
91566,5,4,4,4,2015.2016
91567,9,9,9,2,2015.2016
91568,3,1,1,1,2015.2016
91569,12,15,15,5,2015.2016
91571,7,7,7,3,2015.2016
91575,8,8,8,4,2015.2016
91576,1,2,2,4,2015.2016
91578,6,14,14,3,2015.2016
91579,7,15,15,2,2015.2016
91580,4,7,1,5,2015.2016
91582,12,15,15,5,2015.2016
91583,9,9,9,3,2015.2016
91584,2,4,2,1,2015.2016
91585,9,7,7,3,2015.2016
91586,8,8,8,3,2015.2016
91588,7,8,8,4,2015.2016
91589,3,6,6,3,2015.2016
91590,9,8,8,4,2015.2016
91591,6,8,8,4,2015.2016
91592,9,14,14,4,2015.2016
91593,9,8,8,4,2015.2016
91594,12,10,10,5,2015.2016
91595,1,7,7,4,2015.2016
91596,5,6,6,3,2015.2016
91597,12,15,15,5,2015.2016
91598,6,7,7,4,2015.2016
91599,7,14,14,2,2015.2016
91600,5,5,5,2,2015.2016
91601,7,7,7,1,2015.2016
91603,1,4,4,5,2015.2016
91604,12,15,15,5,2015.2016
91607,6,7,7,2,2015.2016
91608,6,5,5,5,2015.2016
91610,5,5,5,4,2015.2016
91611,5,4,4,4,2015.2016
91613,9,14,14,4,2015.2016
91614,9,8,8,4,2015.2016
91615,12,15,15,4,2015.2016
91616,7,10,10,3,2015.2016
91617,4,4,4,1,2015.2016
91619,5,9,9,5,2015.2016
91620,6,6,6,4,2015.2016
91621,1,15,1,4,2015.2016
91622,6,4,4,2,2015.2016
91624,2,3,3,1,2015.2016
91625,4,2,2,4,2015.2016
91626,10,14,14,3,2015.2016
91627,4,15,15,4,2015.2016
91628,12,15,15,5,2015.2016
91629,7,8,8,4,2015.2016
91630,10,7,7,2,2015.2016
91631,3,6,6,1,2015.2016
91632,5,5,5,2,2015.2016
91634,8,6,6,3,2015.2016
91635,5,6,6,5,2015.2016
91637,12,15,15,3,2015.2016
91638,9,14,14,4,2015.2016
91640,5,4,4,3,2015.2016
91641,8,9,9,2,2015.2016
91642,10,14,14,4,2015.2016
91646,11,15,15,5,2015.2016
91647,10,10,10,3,2015.2016
91648,6,7,7,2,2015.2016
91649,8,9,9,4,2015.2016
91650,11,14,14,4,2015.2016
91651,4,4,4,3,2015.2016
91652,12,15,15,2,2015.2016
91653,1,7,1,3,2015.2016
91654,4,4,4,2,2015.2016
91655,9,14,14,4,2015.2016
91656,2,3,3,3,2015.2016
91659,8,7,7,5,2015.2016
91660,7,6,6,2,2015.2016
91661,12,15,15,5,2015.2016
91662,12,15,15,4,2015.2016
91663,3,3,3,3,2015.2016
91664,6,6,6,4,2015.2016
91666,9,10,10,3,2015.2016
91667,11,10,10,4,2015.2016
91668,10,14,14,4,2015.2016
91669,10,14,14,5,2015.2016
91670,5,4,4,3,2015.2016
91671,7,15,15,3,2015.2016
91672,6,14,7,3,2015.2016
91673,8,7,5,1,2015.2016
91675,3,3,3,4,2015.2016
91677,9,14,14,4,2015.2016
91678,7,9,9,4,2015.2016
91679,8,7,7,2,2015.2016
91680,5,8,8,4,2015.2016
91681,2,2,2,1,2015.2016
91683,10,15,15,4,2015.2016
91684,7,6,6,3,2015.2016
91687,3,5,5,1,2015.2016
91688,9,14,14,4,2015.2016
91689,10,9,9,2,2015.2016
91690,5,5,5,2,2015.2016
91691,2,5,2,5,2015.2016
91692,10,14,14,5,2015.2016
91693,8,15,15,5,2015.2016
91694,9,14,14,3,2015.2016
91695,3,4,4,4,2015.2016
91697,8,9,9,5,2015.2016
91698,6,6,6,3,2015.2016
91699,5,6,6,4,2015.2016
91700,3,2,2,1,2015.2016
91703,8,8,8,3,2015.2016
91704,12,15,15,5,2015.2016
91705,12,15,15,5,2015.2016
91706,12,15,15,5,2015.2016
91708,3,3,3,2,2015.2016
91709,5,9,9,5,2015.2016
91711,8,15,15,5,2015.2016
91712,11,14,14,3,2015.2016
91713,7,7,7,3,2015.2016
91715,11,14,14,1,2015.2016
91716,5,6,6,4,2015.2016
91717,9,9,9,2,2015.2016
91718,7,6,6,4,2015.2016
91719,4,4,4,1,2015.2016
91720,9,9,9,3,2015.2016
91723,9,15,15,5,2015.2016
91724,12,15,15,5,2015.2016
91725,11,14,14,3,2015.2016
91726,5,7,7,4,2015.2016
91727,12,15,15,5,2015.2016
91729,12,15,15,5,2015.2016
91730,7,8,8,4,2015.2016
91731,12,15,15,4,2015.2016
91732,11,14,14,2,2015.2016
91733,6,5,5,1,2015.2016
91734,9,8,8,4,2015.2016
91735,3,6,6,2,2015.2016
91737,8,6,6,3,2015.2016
91738,4,4,4,3,2015.2016
91739,11,14,14,2,2015.2016
91740,4,4,4,1,2015.2016
91742,9,14,14,4,2015.2016
91743,10,10,10,4,2015.2016
91744,6,15,15,1,2015.2016
91745,12,15,15,4,2015.2016
91747,3,3,3,3,2015.2016
91748,3,4,4,4,2015.2016
91749,8,9,9,2,2015.2016
91750,8,15,15,5,2015.2016
91752,7,8,8,5,2015.2016
91753,3,3,3,3,2015.2016
91755,3,4,4,4,2015.2016
91756,6,7,7,4,2015.2016
91757,12,15,15,2,2015.2016
91759,7,6,6,4,2015.2016
91760,10,14,14,4,2015.2016
91761,12,15,15,5,2015.2016
91762,4,9,9,3,2015.2016
91763,8,9,9,4,2015.2016
91764,2,2,2,1,2015.2016
91768,12,15,15,5,2015.2016
91769,6,9,9,2,2015.2016
91770,8,9,9,2,2015.2016
91771,5,6,6,1,2015.2016
91772,9,9,9,5,2015.2016
91774,6,2,2,1,2015.2016
91775,1,7,7,5,2015.2016
91776,7,6,6,5,2015.2016
91777,8,8,8,2,2015.2016
91779,12,15,15,5,2015.2016
91780,7,10,10,3,2015.2016
91781,3,5,2,3,2015.2016
91782,11,14,14,5,2015.2016
91783,8,9,9,5,2015.2016
91784,11,15,15,5,2015.2016
91785,8,9,9,5,2015.2016
91786,6,7,7,3,2015.2016
91788,10,14,14,5,2015.2016
91789,4,4,4,4,2015.2016
91791,10,15,15,4,2015.2016
91792,4,3,3,3,2015.2016
91793,5,8,8,3,2015.2016
91794,3,4,4,3,2015.2016
91795,3,2,2,2,2015.2016
91799,5,6,6,4,2015.2016
91800,5,3,3,2,2015.2016
91801,4,6,6,1,2015.2016
91802,8,7,7,2,2015.2016
91803,10,14,14,5,2015.2016
91804,7,8,8,4,2015.2016
91805,10,9,9,2,2015.2016
91806,8,6,6,2,2015.2016
91808,3,3,3,3,2015.2016
91809,6,14,14,5,2015.2016
91810,9,9,9,1,2015.2016
91811,3,3,3,5,2015.2016
91812,10,9,9,2,2015.2016
91814,11,9,9,3,2015.2016
91815,3,2,2,2,2015.2016
91816,7,7,7,3,2015.2016
91817,12,15,15,5,2015.2016
91818,1,15,1,5,2015.2016
91819,12,15,15,5,2015.2016
91820,10,14,14,4,2015.2016
91821,8,8,8,3,2015.2016
91822,9,8,8,5,2015.2016
91825,9,14,14,5,2015.2016
91826,5,6,6,2,2015.2016
91827,7,8,8,3,2015.2016
91829,4,10,10,2,2015.2016
91830,8,14,14,5,2015.2016
91831,7,9,9,4,2015.2016
91832,9,14,14,5,2015.2016
91833,10,10,10,5,2015.2016
91834,8,8,8,4,2015.2016
91835,11,14,14,5,2015.2016
91836,1,1,1,3,2015.2016
91837,7,10,10,5,2015.2016
91838,12,15,15,5,2015.2016
91840,7,15,8,2,2015.2016
91841,8,8,8,2,2015.2016
91843,5,6,6,2,2015.2016
91845,11,14,14,4,2015.2016
91846,12,15,15,5,2015.2016
91849,2,6,6,3,2015.2016
91850,12,15,15,2,2015.2016
91851,6,5,5,3,2015.2016
91853,2,3,3,2,2015.2016
91854,11,14,14,5,2015.2016
91855,6,6,6,5,2015.2016
91856,5,5,5,4,2015.2016
91858,5,2,2,3,2015.2016
91860,4,9,9,5,2015.2016
91863,7,8,8,4,2015.2016
91864,4,3,3,2,2015.2016
91865,11,15,15,5,2015.2016
91866,6,6,6,3,2015.2016
91867,6,5,4,2,2015.2016
91868,8,8,8,3,2015.2016
91869,6,6,6,4,2015.2016
91870,3,5,5,3,2015.2016
91871,3,3,3,2,2015.2016
91873,9,9,9,3,2015.2016
91874,7,7,7,3,2015.2016
91875,11,15,15,5,2015.2016
91879,7,8,8,1,2015.2016
91880,12,15,15,5,2015.2016
91881,3,3,3,2,2015.2016
91882,9,14,14,5,2015.2016
91883,6,3,3,4,2015.2016
91884,12,15,15,5,2015.2016
91885,7,5,5,3,2015.2016
91886,6,6,6,4,2015.2016
91887,3,4,4,4,2015.2016
91888,12,14,14,5,2015.2016
91889,11,9,9,2,2015.2016
91890,8,7,7,5,2015.2016
91891,12,15,15,5,2015.2016
91892,3,1,1,1,2015.2016
91893,7,7,7,4,2015.2016
91895,9,8,8,4,2015.2016
91896,3,8,8,4,2015.2016
91897,4,7,7,3,2015.2016
91898,1,6,6,4,2015.2016
91899,12,15,15,5,2015.2016
91900,12,15,15,4,2015.2016
91901,12,15,15,5,2015.2016
91902,3,9,9,3,2015.2016
91903,8,8,8,3,2015.2016
91904,7,7,7,4,2015.2016
91906,5,6,6,5,2015.2016
91907,12,15,15,5,2015.2016
91908,5,7,7,2,2015.2016
91909,12,15,15,5,2015.2016
91910,9,10,10,4,2015.2016
91911,7,8,8,5,2015.2016
91912,6,5,5,3,2015.2016
91913,8,8,8,4,2015.2016
91914,4,5,5,4,2015.2016
91916,11,15,15,4,2015.2016
91918,12,15,15,4,2015.2016
91921,4,4,4,3,2015.2016
91922,5,6,6,3,2015.2016
91923,6,7,7,3,2015.2016
91925,4,2,2,4,2015.2016
91926,12,15,15,5,2015.2016
91927,6,9,9,4,2015.2016
91928,3,2,2,3,2015.2016
91929,8,10,10,4,2015.2016
91930,11,14,14,5,2015.2016
91931,4,7,6,1,2015.2016
91933,10,14,14,4,2015.2016
91934,4,3,3,1,2015.2016
91938,2,3,3,1,2015.2016
91939,6,7,7,3,2015.2016
91940,12,15,15,4,2015.2016
91941,9,9,9,4,2015.2016
91942,9,15,15,5,2015.2016
91943,6,7,7,5,2015.2016
