SEQN,Income from wages/salaries,Income from self employment,Income from Social Security or RR,Income from other disability pension,Income from retirement/survivor pension,Income from Supplemental Security,Income from state/county cash assistance,Income from interest/dividends or rental,Income from other sources,Monthly family income,Family monthly poverty level index,Family monthly poverty level category,Gender,Total household income,Total family income,A ratio of family income to poverty guidelines,In what country were you born?,Age,person's education level,Year
89063,1,2,2,2,2,2,2,2,2,7,3.43,3,1,9,7,3.54,1,22,3,2015.2016
89064,2,2,1,2,2,2,2,2,2,4,1.67,2,2,4,4,1.32,1,72,4,2015.2016
89065,1,2,2,2,2,2,2,2,2,3,0.83,1,1,4,4,1.07,1,25,3,2015.2016
89066,1,2,2,2,2,2,2,2,2,4,0.79,1,1,6,6,1.23,1,46,3,2015.2016
89067,1,1,2,2,2,2,2,2,2,7,1.73,2,1,6,6,1.32,1,35,3,2015.2016
89068,1,2,1,2,1,2,2,2,2,10,2.96,3,2,14,14,3.09,2,59,2,2015.2016
89070,1,2,1,2,2,2,2,2,2,4,0.9,1,1,6,6,1.59,2,53,5,2015.2016
89071,2,2,2,2,2,1,2,2,1,2,0.41,1,1,3,3,0.75,1,34,2,2015.2016
89073,1,2,1,2,2,2,2,2,2,3,0.88,1,2,3,3,0.88,1,61,4,2015.2016
89074,1,2,2,2,2,2,2,2,1,8,1.17,1,2,9,9,1.47,1,39,4,2015.2016
89076,1,1,2,2,2,2,2,2,1,2,0.25,1,2,7,7,1.73,1,37,4,2015.2016
89077,2,2,1,1,1,2,2,2,2,7,2.08,3,1,7,7,1.79,1,74,2,2015.2016
89078,1,2,2,2,2,2,2,1,1,7,1.48,2,2,8,8,1.76,1,35,4,2015.2016
89081,2,2,2,2,2,2,2,2,2,1,0,1,1,1,1,0,1,43,3,2015.2016
89082,2,1,2,2,2,2,2,2,2,12,5,3,1,15,15,5,1,44,5,2015.2016
89083,1,1,2,2,2,2,2,2,2,10,2.62,3,2,14,14,3.17,1,46,4,2015.2016
89084,2,2,1,1,1,1,2,2,2,3,0.78,1,2,3,3,0.75,2,70,2,2015.2016
89085,1,2,2,2,2,2,2,2,2,9,1.77,2,2,8,8,1.54,1,47,2,2015.2016
89086,1,2,2,2,2,2,2,2,2,8,1.77,2,2,9,9,2,2,40,5,2015.2016
89087,1,1,2,2,2,2,2,2,2,7,2.26,3,1,7,7,2.26,2,34,3,2015.2016
89089,1,2,2,1,2,1,2,2,1,9,1.99,3,2,6,6,1.13,1,43,2,2015.2016
89090,1,2,2,2,2,2,2,1,2,12,5,3,2,15,15,5,1,56,5,2015.2016
89091,2,2,2,1,2,1,2,2,2,2,0.71,1,1,2,2,0.71,1,70,4,2015.2016
89093,1,2,2,2,2,2,2,2,2,1,0,1,2,6,1,0,1,57,2,2015.2016
89095,1,2,2,2,2,2,2,2,2,8,2.38,3,1,8,8,2.48,2,53,3,2015.2016
89096,2,2,1,2,2,2,2,2,2,3,0.75,1,2,3,3,0.87,1,79,1,2015.2016
89097,1,2,1,2,2,2,2,2,2,6,2.12,3,2,4,4,1.52,2,71,4,2015.2016
89099,1,2,1,2,1,2,2,2,2,8,3,3,1,8,8,2.93,1,80,4,2015.2016
89101,1,1,1,2,2,1,2,2,2,6,1.05,1,1,7,7,1.23,1,29,3,2015.2016
89102,2,2,1,2,2,1,2,2,2,2,0.59,1,1,2,2,0.6,2,60,2,2015.2016
89103,1,2,1,2,2,2,2,2,2,6,1.49,2,1,8,8,2.23,2,64,1,2015.2016
89105,1,1,2,2,2,2,2,2,2,8,1.12,1,2,7,7,0.84,1,38,3,2015.2016
89106,1,2,2,1,2,2,2,2,1,12,3.59,3,2,15,15,3.52,1,44,5,2015.2016
89107,2,2,1,2,2,2,2,2,2,4,1.48,2,2,4,4,1.53,1,69,4,2015.2016
89108,1,2,2,2,2,2,2,1,2,10,4.49,3,1,14,14,5,1,27,5,2015.2016
89109,1,2,2,2,2,1,2,2,2,7,1.83,2,1,7,7,1.77,1,53,5,2015.2016
89110,1,2,2,2,2,2,2,2,2,9,2.99,3,1,7,7,2.02,1,41,5,2015.2016
89111,1,1,2,2,2,2,2,2,2,9,3.75,3,2,8,8,2.97,1,27,5,2015.2016
89113,1,2,2,2,2,2,2,2,1,9,2.37,3,1,8,8,2.06,1,43,4,2015.2016
89114,1,1,1,2,1,2,2,2,2,11,2.75,3,2,14,14,2.64,1,73,1,2015.2016
89115,1,2,2,2,2,2,2,2,2,5,1.84,2,2,8,8,4.25,1,50,3,2015.2016
89117,1,1,2,2,2,2,2,2,2,12,5,3,1,15,15,5,1,35,2,2015.2016
89118,1,2,2,2,2,1,2,2,2,5,0.59,1,1,5,5,0.63,1,42,4,2015.2016
89119,1,2,2,2,2,2,2,1,2,12,5,3,1,15,15,5,1,26,5,2015.2016
89120,1,2,2,2,2,2,2,2,2,3,0.49,1,2,1,1,0.02,2,51,3,2015.2016
89121,1,2,2,2,2,2,2,2,2,5,0.89,1,2,5,5,0.82,1,30,4,2015.2016
89122,1,2,1,2,2,2,1,1,2,5,0.65,1,2,10,10,1.96,2,58,2,2015.2016
89123,1,1,2,2,2,2,2,2,2,3,0.54,1,1,5,5,0.87,1,29,3,2015.2016
89124,1,2,2,2,2,2,2,2,2,4,1.62,2,1,4,4,1.62,1,39,3,2015.2016
89125,2,1,2,2,2,2,2,2,2,6,1.06,1,1,5,5,0.7,1,20,3,2015.2016
89126,1,2,2,2,2,2,2,2,2,8,2.38,3,1,14,14,3.72,1,28,4,2015.2016
89127,1,1,1,1,2,2,2,2,2,6,2.1,3,1,6,6,1.69,1,59,1,2015.2016
89130,1,2,2,2,2,2,2,2,2,9,5,3,1,10,10,5,2,50,4,2015.2016
89131,1,1,2,2,2,2,2,2,2,7,1.48,2,1,5,5,0.95,1,57,1,2015.2016
89133,1,2,2,2,2,2,2,1,2,12,5,3,2,15,15,5,1,47,5,2015.2016
89134,1,1,2,2,2,2,2,2,2,8,2.14,3,1,10,10,2.67,1,37,4,2015.2016
89135,1,2,2,2,2,2,2,2,2,8,2.53,3,1,7,7,1.84,1,29,3,2015.2016
89136,1,2,1,2,2,1,2,2,2,3,0.44,1,1,3,3,0.41,1,50,3,2015.2016
89137,1,1,2,2,2,2,2,1,2,12,5,3,1,15,15,5,1,60,4,2015.2016
89138,1,2,2,2,2,2,2,2,2,10,2.32,3,1,14,14,2.64,2,27,3,2015.2016
89139,1,1,2,2,2,2,2,2,1,2,0.25,1,2,7,7,1.73,1,37,4,2015.2016
89140,1,2,2,2,2,2,1,2,2,5,0.65,1,1,6,6,0.87,1,41,1,2015.2016
89141,1,1,2,2,2,2,2,2,2,11,3.12,3,1,10,10,2.7,1,45,4,2015.2016
89143,1,2,2,2,2,2,2,2,2,6,0.89,1,2,6,6,0.92,2,33,5,2015.2016
89144,2,2,1,2,1,2,2,1,2,10,4.14,3,1,14,14,4.71,1,72,3,2015.2016
89145,2,1,2,2,2,2,1,2,1,2,0.24,1,1,4,4,0.74,1,44,5,2015.2016
89146,1,2,1,2,2,2,2,2,2,7,1.48,2,2,7,7,1.65,1,42,4,2015.2016
89148,1,2,2,2,2,2,1,2,2,4,0.56,1,1,2,2,0.18,1,24,3,2015.2016
89149,2,2,1,1,2,2,2,2,2,4,1.03,1,1,4,4,1,1,66,3,2015.2016
89150,1,1,2,2,2,2,2,2,1,6,0.81,1,1,6,6,1.03,1,32,3,2015.2016
89152,1,2,2,2,2,2,2,2,2,6,0.73,1,2,5,5,0.59,1,46,5,2015.2016
89153,2,1,1,2,2,2,2,2,2,6,1.88,3,2,7,7,2.39,2,66,2,2015.2016
89154,1,2,2,2,2,2,2,2,2,4,0.59,1,2,3,3,0.46,1,32,2,2015.2016
89159,1,1,2,2,2,2,2,2,2,6,1.24,1,1,1,1,0.02,2,38,4,2015.2016
89160,1,1,2,2,2,2,2,2,2,1,0,1,2,4,4,1.36,1,35,3,2015.2016
89161,2,2,1,2,2,2,2,2,2,2,0.69,1,2,2,2,0.67,1,74,2,2015.2016
89162,1,2,2,2,2,2,2,2,2,7,1.48,2,1,7,7,1.41,2,51,3,2015.2016
89163,1,2,2,2,2,2,2,2,2,7,2.25,3,2,7,7,2.5,1,24,4,2015.2016
89166,1,1,2,2,2,2,2,2,2,11,5,3,1,15,15,5,1,49,4,2015.2016
89167,1,2,2,2,2,2,2,2,2,7,1.67,2,1,6,6,1.32,1,61,2,2015.2016
89168,1,2,2,2,2,2,2,2,2,3,1.01,1,2,6,3,1.01,1,63,3,2015.2016
89169,1,1,2,2,2,2,2,2,2,8,1.66,2,1,7,7,1.07,2,44,2,2015.2016
89170,2,2,2,2,2,2,2,2,2,3,0.49,1,2,4,4,0.8,2,41,1,2015.2016
89171,2,2,1,1,2,2,2,1,2,6,2.02,3,2,5,5,1.47,1,52,3,2015.2016
89172,1,2,1,2,2,1,2,2,2,7,1.1,1,1,7,7,1.17,1,32,4,2015.2016
89173,1,2,2,2,1,2,2,1,2,12,5,3,1,15,15,5,1,63,5,2015.2016
89175,1,2,2,2,2,2,2,2,2,10,4.22,3,2,10,10,4.52,2,51,4,2015.2016
89176,1,2,2,2,2,2,2,1,2,12,5,3,2,15,15,5,1,48,5,2015.2016
89177,1,1,2,2,2,2,2,1,2,12,5,3,1,15,15,5,1,62,5,2015.2016
89178,1,2,2,2,2,2,2,2,2,4,1.52,2,1,3,3,0.93,1,21,3,2015.2016
89179,1,2,2,2,2,2,2,2,2,5,1.19,1,2,5,5,1,1,35,4,2015.2016
89180,1,2,2,2,2,2,2,2,2,7,1.29,1,1,15,15,4.61,1,50,2,2015.2016
89182,1,2,2,2,2,2,2,2,2,9,2.11,3,2,9,9,2.11,2,61,2,2015.2016
89183,1,2,2,1,2,1,1,2,2,5,0.76,1,2,5,5,0.77,1,57,1,2015.2016
89184,1,2,2,2,2,2,2,2,2,4,1.21,1,1,5,5,1.26,2,66,5,2015.2016
89185,1,2,2,2,2,2,2,1,2,12,5,3,1,14,14,4.61,1,62,5,2015.2016
89187,1,1,2,2,2,2,2,2,2,7,1.27,1,2,7,7,1.41,1,43,4,2015.2016
89188,1,2,1,2,1,2,2,9,2,7,2.25,3,2,7,7,2.5,2,51,3,2015.2016
89190,1,2,1,2,2,1,2,2,1,7,1.48,2,1,7,7,1.77,1,47,4,2015.2016
89191,1,2,1,1,2,2,2,2,2,7,1.25,1,2,10,10,2.15,1,30,5,2015.2016
89192,1,2,2,2,2,2,2,2,1,8,1.17,1,1,9,9,1.47,1,39,4,2015.2016
89194,1,1,2,2,2,2,2,2,2,1,0,1,1,15,15,5,1,49,3,2015.2016
89197,1,2,2,2,1,2,2,2,1,10,2.96,3,2,15,15,4.12,2,51,5,2015.2016
89198,1,2,2,2,2,2,2,2,2,9,2.47,3,1,14,14,3.51,1,35,4,2015.2016
89199,1,2,2,2,2,2,1,2,2,5,0.74,1,2,6,6,0.92,1,31,3,2015.2016
89202,1,2,2,2,2,2,2,2,1,9,1.63,2,1,10,10,1.91,1,44,3,2015.2016
89203,1,2,1,2,2,2,2,1,2,10,2.21,3,1,15,15,3.68,1,51,3,2015.2016
89204,1,2,2,2,2,2,2,2,2,4,1.63,2,1,7,5,1.78,2,22,1,2015.2016
89205,1,2,2,2,2,2,2,2,2,7,1.27,1,1,7,7,1.23,1,30,4,2015.2016
89206,1,2,2,2,2,2,2,2,2,8,2.39,3,2,7,7,1.89,1,26,4,2015.2016
89207,2,2,2,2,2,1,2,2,2,2,0.3,1,1,2,2,0.3,1,49,5,2015.2016
89209,1,2,2,2,2,2,2,2,2,6,1.24,1,1,8,8,2.06,1,27,3,2015.2016
89210,1,2,2,2,2,2,2,2,2,7,2.62,3,2,6,6,1.87,1,23,4,2015.2016
89211,1,1,2,2,2,2,2,2,2,10,2.96,3,2,14,14,3.81,1,39,2,2015.2016
89213,1,1,2,2,2,2,2,2,2,11,3.46,3,2,10,10,2.88,1,31,4,2015.2016
89214,1,2,2,1,2,1,2,2,2,12,2.65,3,1,14,14,1.03,2,48,5,2015.2016
89215,1,2,2,1,2,2,2,2,2,7,1.11,1,2,8,8,1.38,1,39,5,2015.2016
89217,1,2,2,2,2,2,2,2,1,7,1.73,2,2,7,7,1.44,1,42,4,2015.2016
89218,1,2,2,2,2,1,2,2,2,8,2.69,3,2,5,5,1.14,1,34,3,2015.2016
89220,1,2,2,2,2,2,2,1,2,9,1.47,2,1,9,9,1.52,1,36,2,2015.2016
89221,1,2,2,2,2,1,1,1,2,1,0.33,1,1,3,1,0.33,1,45,2,2015.2016
89222,1,2,2,2,2,2,1,2,1,6,1.31,2,2,6,6,1.3,2,53,3,2015.2016
89223,1,2,2,2,2,2,2,2,2,11,3.32,3,2,14,14,3.22,1,43,4,2015.2016
89224,1,2,2,2,2,2,2,2,2,8,1.32,2,1,14,14,1.96,2,21,4,2015.2016
89225,2,2,1,2,2,1,2,2,2,2,0.44,1,2,2,2,0.43,2,50,2,2015.2016
89226,1,2,2,2,2,2,2,1,2,8,2.22,3,1,14,14,3.7,1,34,5,2015.2016
89227,1,2,2,2,2,2,2,2,2,7,1.48,2,2,7,7,1.73,2,33,1,2015.2016
89229,1,1,2,2,2,2,2,2,2,5,1.19,1,2,8,8,2.49,1,48,4,2015.2016
89230,1,1,2,2,2,2,2,2,2,9,2.11,3,2,9,9,2.22,1,31,4,2015.2016
89231,2,2,1,2,2,2,2,1,2,9,3.52,3,2,9,9,3.75,1,69,5,2015.2016
89232,2,2,1,2,2,2,1,1,2,2,0.76,1,1,2,2,0.67,1,76,4,2015.2016
89233,1,2,2,2,2,2,2,2,1,6,1.14,1,2,8,8,2.06,1,31,3,2015.2016
89235,1,2,2,2,2,2,2,2,1,10,2.97,3,1,7,7,1.65,1,29,2,2015.2016
89236,1,2,1,2,2,2,2,2,2,10,2.53,3,2,10,10,2.53,1,27,4,2015.2016
89237,2,2,1,2,2,2,2,1,2,3,1.21,1,1,4,4,1.35,2,78,2,2015.2016
89238,2,2,1,2,2,1,2,2,2,2,0.45,1,2,2,2,0.45,1,69,2,2015.2016
89239,1,2,2,2,2,2,2,2,2,5,1.5,2,1,5,5,1.25,1,24,5,2015.2016
89241,1,2,2,2,2,2,2,2,2,12,5,3,2,15,15,5,1,44,5,2015.2016
89242,1,1,2,2,2,2,2,1,2,10,3.57,3,2,14,14,3.87,1,26,5,2015.2016
89243,1,2,1,2,2,2,2,2,1,6,1.49,2,2,14,14,3.72,1,23,5,2015.2016
89244,1,2,2,2,2,2,2,2,2,12,4.26,3,1,14,14,4.04,1,49,5,2015.2016
89245,1,2,2,2,2,2,2,2,2,7,1.39,2,1,7,7,1.48,1,44,1,2015.2016
89248,2,2,1,2,2,2,2,1,2,9,3.47,3,2,8,8,3.39,1,80,4,2015.2016
89249,1,2,2,2,2,2,2,1,2,11,5,3,2,15,15,5,1,57,5,2015.2016
89250,1,2,2,2,2,2,2,2,2,12,4.94,3,2,15,15,5,1,56,4,2015.2016
89251,1,2,2,2,2,2,2,2,1,8,2.68,3,2,10,10,3.47,1,31,4,2015.2016
89252,1,2,2,2,2,2,2,2,2,1,0,1,2,4,1,0,1,25,4,2015.2016
89256,2,2,1,1,1,2,2,2,1,7,3.73,3,1,7,7,3.73,1,35,4,2015.2016
89257,1,2,2,2,2,2,2,2,2,6,1.01,1,1,6,6,1.16,1,27,4,2015.2016
89258,1,2,2,2,2,2,2,2,2,5,1.5,2,2,6,6,1.87,1,33,2,2015.2016
89259,1,2,2,2,2,9,2,2,2,10,4.14,3,1,7,7,2.35,1,66,2,2015.2016
89261,1,2,2,2,2,1,2,2,2,8,3,3,2,8,8,2.87,1,64,2,2015.2016
89262,1,2,2,2,2,2,2,2,2,4,0.68,1,1,4,4,0.65,1,31,1,2015.2016
89263,2,2,1,2,1,2,2,1,2,9,3.67,3,1,9,9,3.87,1,80,3,2015.2016
89264,1,2,2,2,2,2,2,1,2,7,3.06,3,1,12,2,0.76,2,21,4,2015.2016
89265,2,2,1,2,1,2,2,2,2,4,1.05,1,2,6,6,1.87,1,80,2,2015.2016
89266,1,2,2,2,2,2,2,2,1,11,2.76,3,1,15,15,3.99,1,39,4,2015.2016
89267,1,2,2,2,2,2,2,1,2,10,4.14,3,1,15,14,4.71,1,30,5,2015.2016
89268,1,1,2,2,2,2,2,1,2,10,2.53,3,1,14,14,2.82,2,34,5,2015.2016
89269,2,2,1,2,2,1,1,2,2,3,0.44,1,1,5,5,0.61,1,28,3,2015.2016
89270,1,2,2,2,2,2,2,2,2,5,0.99,1,2,5,5,0.91,2,25,1,2015.2016
89271,1,2,1,2,2,2,2,2,1,11,2.98,3,1,9,9,2.24,1,51,5,2015.2016
89272,1,1,2,2,2,2,2,2,1,7,1.79,2,2,15,8,2.24,1,50,2,2015.2016
89273,1,2,2,2,2,2,2,2,2,7,1.73,2,2,8,8,2.24,1,54,4,2015.2016
89274,1,2,2,2,2,2,2,2,1,11,4.18,3,2,10,10,3.48,1,28,5,2015.2016
89275,2,2,1,2,2,2,2,2,2,3,1.14,1,2,3,3,1.02,1,67,2,2015.2016
89276,1,2,2,2,2,2,2,2,2,7,1.18,1,2,8,8,1.54,2,45,2,2015.2016
89277,1,2,2,2,2,2,2,2,2,4,0.59,1,2,6,6,0.98,1,40,2,2015.2016
89278,1,1,2,2,2,2,2,2,2,11,3.95,3,2,15,15,5,2,25,3,2015.2016
89279,1,2,2,2,2,2,2,2,2,7,2.56,3,1,15,7,2.64,1,44,3,2015.2016
89280,1,2,2,2,2,2,2,2,2,4,1.52,2,1,6,6,2.69,1,57,3,2015.2016
89282,1,2,2,2,1,2,2,2,2,7,1.23,1,2,8,8,1.86,1,30,3,2015.2016
89284,1,2,2,2,2,2,2,2,2,6,0.92,1,2,6,6,0.83,2,51,1,2015.2016
89285,1,2,2,2,2,2,1,2,2,4,0.56,1,1,2,2,0.18,1,24,3,2015.2016
89289,1,2,2,1,2,1,2,2,2,12,2.65,3,2,14,14,1.03,2,48,5,2015.2016
89290,1,2,2,2,2,2,2,2,2,8,1.98,3,1,8,8,2.06,1,36,4,2015.2016
89291,2,1,2,2,2,2,2,2,2,8,1.22,1,2,8,8,1.22,1,40,1,2015.2016
89293,2,2,1,2,1,2,2,1,2,11,5,3,1,14,14,5,1,80,5,2015.2016
89294,2,2,2,2,1,2,2,1,1,11,4.78,3,2,14,14,3.73,1,72,5,2015.2016
89295,1,2,2,2,2,2,2,2,2,3,0.9,1,2,1,1,0.25,2,48,3,2015.2016
89297,1,1,2,2,2,2,2,2,2,11,3.88,3,1,15,15,5,1,49,3,2015.2016
89301,1,1,2,2,2,2,2,2,2,6,1.24,1,1,1,1,0.02,2,38,4,2015.2016
89302,1,2,2,2,2,2,2,2,2,8,1.6,2,2,8,8,1.58,1,30,4,2015.2016
89303,2,2,1,2,1,2,2,2,1,6,2.83,3,2,6,6,2.36,1,80,3,2015.2016
89304,1,2,2,2,2,2,2,2,2,7,3.54,3,2,15,9,4.63,1,30,5,2015.2016
89305,1,1,2,2,2,2,2,2,1,4,0.95,1,2,7,7,1.98,1,57,3,2015.2016
89307,1,1,2,2,2,2,2,1,2,11,2,3,2,15,15,2.22,1,40,1,2015.2016
89308,1,2,2,2,2,2,2,2,2,7,1.28,1,1,7,7,1.28,2,60,1,2015.2016
89310,1,2,1,2,2,2,2,2,2,3,0.83,1,2,3,3,0.85,2,46,9,2015.2016
89311,1,2,2,2,2,2,2,2,2,10,2.53,3,1,10,10,2.55,1,45,5,2015.2016
89313,1,2,2,2,2,2,2,2,2,10,4.14,3,1,10,10,4.14,1,51,2,2015.2016
89314,1,2,2,2,2,2,2,2,2,5,0.84,1,2,5,5,0.91,1,34,3,2015.2016
89315,1,2,2,1,2,2,2,1,1,10,3.21,3,1,9,9,2.93,1,29,4,2015.2016
89316,2,2,1,1,1,2,2,2,2,6,2.1,3,2,6,6,1.75,1,61,4,2015.2016
89318,1,2,2,2,2,2,2,1,2,12,5,3,2,15,15,5,1,40,5,2015.2016
89319,1,2,2,2,1,2,2,1,2,10,4.52,3,1,14,14,5,2,60,5,2015.2016
89320,1,2,2,2,2,2,2,1,2,12,5,3,1,15,15,5,2,65,5,2015.2016
89321,2,1,1,2,1,2,2,2,2,9,3.75,3,2,9,9,4,1,67,4,2015.2016
89323,1,2,2,2,2,2,2,2,2,12,5,3,1,15,15,5,1,39,5,2015.2016
89324,1,1,2,2,2,2,2,2,2,10,2.53,3,1,14,14,2.82,1,33,5,2015.2016
89325,1,2,2,2,2,2,2,2,2,12,4,3,1,15,15,3.33,1,44,4,2015.2016
89326,2,2,1,2,2,1,2,2,2,5,0.99,1,1,3,3,0.56,2,37,1,2015.2016
89328,1,1,2,2,2,2,1,2,2,6,0.92,1,2,7,7,1.23,1,45,2,2015.2016
89329,2,2,2,2,2,2,2,2,2,1,0.15,1,2,1,1,0.25,1,43,4,2015.2016
89330,1,2,2,2,2,2,2,2,2,9,2.11,3,1,10,10,2.36,1,33,2,2015.2016
89333,1,2,2,1,2,2,2,2,2,8,1.66,2,2,9,9,1.84,1,40,5,2015.2016
89334,2,1,2,1,2,1,2,2,2,9,2.11,3,1,7,7,1.41,1,40,4,2015.2016
89335,1,2,2,2,2,2,2,2,2,8,2.22,3,1,8,8,1.85,1,37,3,2015.2016
89337,2,2,2,2,2,1,2,2,2,3,0.51,1,2,3,3,0.51,1,30,2,2015.2016
89338,1,2,1,2,2,2,2,2,2,4,1.52,2,2,5,5,1.9,1,68,4,2015.2016
89339,2,2,1,2,2,2,2,1,2,5,1.73,2,1,5,5,2.04,1,80,3,2015.2016
89340,1,1,2,2,2,2,2,2,2,7,1.79,2,2,7,7,1.98,1,24,5,2015.2016
89341,1,2,2,2,2,2,1,2,2,3,0.72,1,2,5,5,1,1,38,3,2015.2016
89342,1,2,2,2,2,2,1,2,2,3,0.37,1,1,2,2,0.18,1,28,1,2015.2016
89343,1,1,2,2,2,2,2,1,2,12,5,3,2,15,15,5,1,47,5,2015.2016
89345,1,2,2,1,2,2,2,2,2,12,5,3,2,15,15,5,1,30,5,2015.2016
89346,1,1,2,2,2,2,2,2,2,12,5,3,1,15,15,5,1,48,2,2015.2016
89347,1,2,1,2,2,2,2,2,2,4,1.21,1,1,6,6,1.57,1,53,3,2015.2016
89348,1,1,2,2,2,2,2,2,2,7,1.27,1,2,7,7,1.41,1,43,4,2015.2016
89349,1,2,2,2,2,2,2,2,1,4,0.59,1,1,6,6,0.95,1,38,2,2015.2016
89350,1,2,2,2,2,2,2,2,2,1,0,1,1,2,2,0.56,1,57,5,2015.2016
89351,1,2,2,2,2,2,2,2,2,5,1.19,1,2,6,6,1.29,2,67,1,2015.2016
89352,1,2,2,2,2,2,2,2,2,8,2.13,3,1,15,15,4.91,1,59,5,2015.2016
89353,1,1,2,2,2,2,2,2,1,8,1.4,2,1,6,6,0.98,2,36,4,2015.2016
89354,1,2,1,2,2,2,2,2,2,9,2.47,3,1,8,8,1.86,1,39,4,2015.2016
89355,2,2,1,2,2,1,2,2,2,3,0.66,1,1,3,3,0.65,2,71,1,2015.2016
89356,1,1,1,2,2,2,2,2,2,4,0.49,1,2,8,8,1.23,1,34,3,2015.2016
89358,1,2,2,2,2,2,2,2,2,10,2.72,3,1,14,14,3.51,1,43,4,2015.2016
89361,1,2,2,2,2,2,2,2,2,4,0.63,1,2,7,7,1.34,1,41,4,2015.2016
89362,1,2,2,2,2,2,2,2,2,11,5,3,2,14,14,5,1,41,5,2015.2016
89363,1,2,2,2,2,2,2,2,2,4,0.79,1,1,4,4,0.74,1,32,3,2015.2016
89364,1,2,1,2,2,2,2,2,1,12,4.22,3,2,15,15,5,1,40,4,2015.2016
89365,1,2,2,2,2,2,2,2,2,9,2.99,3,1,2,2,0.25,1,33,4,2015.2016
89366,1,2,2,2,2,2,1,2,2,4,0.55,1,1,5,5,0.7,1,36,2,2015.2016
89367,1,2,2,2,2,2,1,1,2,8,4.08,3,1,14,7,2.97,1,31,3,2015.2016
89368,1,2,2,2,2,2,2,2,2,8,1.47,2,1,8,8,1.47,1,29,4,2015.2016
89369,1,1,1,2,2,1,2,2,1,7,1.1,1,1,8,8,1.53,1,32,4,2015.2016
89370,2,2,1,1,2,2,2,1,1,10,4.12,3,1,9,9,3.87,1,69,5,2015.2016
89371,2,2,1,2,2,2,2,2,2,2,0.7,1,1,1,1,0.17,1,63,2,2015.2016
89372,2,2,2,1,2,2,2,2,2,2,0.18,1,2,3,3,0.27,1,62,4,2015.2016
89373,1,2,2,2,2,2,2,2,2,6,2.53,3,2,6,6,2.53,1,63,3,2015.2016
89375,1,2,2,2,2,2,2,1,2,12,5,3,1,15,15,5,1,42,5,2015.2016
89376,2,2,1,2,2,2,2,2,2,4,1.33,2,2,6,4,1.33,1,65,4,2015.2016
89378,1,2,2,2,2,2,2,2,2,11,2.95,3,1,14,14,2.46,1,29,3,2015.2016
89380,1,2,2,2,2,2,1,2,2,4,0.55,1,1,5,5,0.7,1,36,2,2015.2016
89381,1,2,1,2,1,2,1,1,2,9,3.62,3,1,9,9,3.83,2,68,1,2015.2016
89382,1,2,2,2,2,2,2,2,2,9,3.75,3,1,8,8,3.37,1,55,4,2015.2016
89384,1,2,2,2,1,2,2,2,2,8,2.68,3,1,9,9,2.78,1,54,4,2015.2016
89385,1,2,2,2,2,2,2,2,2,2,0.3,1,2,6,6,1.31,1,29,3,2015.2016
89386,1,2,2,2,2,2,2,1,2,12,5,3,1,15,15,4.94,1,43,5,2015.2016
89387,1,1,2,2,2,2,2,2,2,9,1.84,2,1,10,10,2,1,39,5,2015.2016
89390,1,2,2,1,2,1,2,2,2,2,0.55,1,2,3,3,0.75,2,52,4,2015.2016
89391,1,2,1,1,2,2,2,2,2,5,1.19,1,1,4,3,0.52,1,68,5,2015.2016
89392,2,1,2,2,2,2,2,2,2,6,1.06,1,1,5,5,0.7,2,20,3,2015.2016
89394,1,2,2,2,2,2,2,2,1,9,2.11,3,2,8,8,1.76,1,45,2,2015.2016
89395,1,2,2,2,2,2,2,2,1,9,2.47,3,2,7,7,1.81,1,31,2,2015.2016
89397,1,2,2,2,2,2,2,2,2,3,1.22,1,1,10,3,1.02,2,50,3,2015.2016
89399,1,2,2,2,2,2,2,1,2,10,4.14,3,2,14,14,5,2,30,5,2015.2016
89400,2,2,2,1,2,2,1,2,2,3,0.62,1,2,3,3,0.87,1,52,3,2015.2016
89401,1,1,2,2,2,2,2,2,1,8,2.69,3,1,10,10,3.48,1,56,4,2015.2016
89402,1,2,2,2,2,2,2,2,2,7,1.79,2,2,8,8,2.48,2,55,1,2015.2016
89403,2,2,1,2,2,1,2,2,2,4,0.97,1,1,4,4,0.97,1,68,1,2015.2016
89404,1,2,1,2,1,1,2,2,2,7,1.11,1,1,7,7,1.29,1,71,4,2015.2016
89405,1,2,2,2,2,2,2,2,2,9,1.63,2,2,14,14,2.1,1,44,4,2015.2016
89406,1,2,2,2,2,2,2,2,2,6,0.92,1,2,6,6,0.83,1,51,1,2015.2016
89407,1,2,2,2,2,2,2,2,1,8,1.98,3,2,9,9,2.47,2,63,2,2015.2016
89409,1,2,2,2,2,2,2,2,2,3,0.42,1,2,3,3,0.37,1,31,3,2015.2016
89410,1,2,2,2,2,2,2,2,2,5,0.76,1,2,5,5,0.84,1,34,4,2015.2016
89411,1,2,2,2,2,2,2,1,1,11,4.76,3,1,15,15,5,1,31,5,2015.2016
89412,1,2,2,2,2,2,2,2,2,3,0.89,1,2,2,2,0.76,1,62,1,2015.2016
89413,2,2,2,2,1,2,2,1,2,10,4.34,3,1,15,15,5,1,80,5,2015.2016
89414,1,2,2,2,2,2,2,2,2,2,0.53,1,1,7,2,0.42,1,60,1,2015.2016
89415,1,2,2,1,2,2,2,1,2,11,3.17,3,1,14,14,3.17,1,42,5,2015.2016
89416,1,2,2,2,2,2,1,2,2,4,0.32,1,2,4,4,0.33,1,31,4,2015.2016
