SEQN,Income from wages/salaries,Income from self employment,Income from Social Security or RR,Income from other disability pension,Income from retirement/survivor pension,Income from Supplemental Security,Income from state/county cash assistance,Income from interest/dividends or rental,Income from other sources,Monthly family income,Family monthly poverty level index,Family monthly poverty level category,Gender,Total household income,Total family income,A ratio of family income to poverty guidelines,In what country were you born?,Age,person's education level,Year
75071,1,2,2,2,2,2,2,2,2,6,1.27,1,1,6,6,1.27,2,33,4,2013.2014
75072,1,2,2,2,2,2,2,2,2,4,0.64,1,2,7,7,1.5,1,43,3,2013.2014
75073,1,2,2,2,2,2,1,2,2,4,0.65,1,2,7,7,1.27,1,29,2,2013.2014
75074,1,2,2,2,2,2,2,1,2,8,1.72,2,2,7,7,1.43,1,57,4,2013.2014
75075,1,2,2,2,2,2,2,2,2,12,5,3,2,15,15,5,2,48,5,2013.2014
75076,1,2,1,2,2,1,2,1,2,9,3.07,3,1,10,10,3.58,1,72,5,2013.2014
75077,2,2,2,2,2,2,2,2,2,4,0.57,1,2,4,4,0.57,1,39,4,2013.2014
75078,1,2,1,2,2,2,2,2,1,5,1.21,1,2,3,3,0.51,1,50,3,2013.2014
75079,1,1,2,2,2,2,2,2,2,6,1.52,2,2,6,6,1.52,2,40,3,2013.2014
75080,2,2,1,2,2,1,2,2,2,2,0.36,1,2,2,2,0.36,1,31,3,2013.2014
75082,1,1,2,2,2,2,2,2,2,12,5,3,1,15,15,4.25,1,48,5,2013.2014
75083,2,2,1,1,1,1,2,1,2,12,5,3,1,15,15,5,1,59,5,2013.2014
75084,1,2,2,2,2,2,2,2,2,1,0,1,1,4,2,0.77,1,19,4,2013.2014
75085,1,2,2,2,2,2,2,2,2,3,1.25,1,1,13,4,1.31,2,22,3,2013.2014
75086,1,2,2,2,2,2,1,2,2,7,1.29,1,1,5,5,0.63,1,32,2,2013.2014
75087,1,2,2,2,2,2,2,1,2,12,5,3,1,15,15,5,1,45,5,2013.2014
75088,1,2,2,2,2,2,2,2,2,7,1.84,2,2,9,9,2.82,1,44,3,2013.2014
75089,1,1,2,2,2,2,2,2,2,8,3.48,3,2,14,8,3.09,1,62,2,2013.2014
75090,1,2,2,2,2,2,2,2,2,5,1.02,1,2,5,5,0.87,1,76,3,2013.2014
75091,1,2,2,2,2,2,2,2,2,1,0,1,2,3,3,0.43,1,19,4,2013.2014
75092,1,2,2,2,2,2,2,2,2,5,0.67,1,1,6,6,0.7,1,47,4,2013.2014
75093,1,2,2,2,2,2,2,2,2,4,1.16,1,2,5,5,1.29,1,48,4,2013.2014
75095,1,2,2,2,2,2,2,2,2,3,0.4,1,2,7,7,1.68,2,63,2,2013.2014
75097,1,1,2,2,2,2,2,2,2,11,3.94,3,2,14,14,4.55,1,44,5,2013.2014
75098,1,2,2,2,2,2,2,2,2,7,2.15,3,1,8,8,2.3,1,25,5,2013.2014
75099,1,2,2,2,2,2,2,1,2,12,5,3,1,15,15,5,2,46,5,2013.2014
75101,1,2,2,2,2,2,2,2,2,8,2.73,3,2,8,8,2.53,1,39,4,2013.2014
75102,1,2,2,2,2,2,2,2,2,12,5,3,1,15,15,5,1,49,5,2013.2014
75103,1,2,2,2,2,2,1,2,1,3,0.41,1,2,3,3,0.42,1,55,3,2013.2014
75104,1,2,2,2,2,2,2,2,2,5,2.06,3,2,15,8,3.86,1,31,5,2013.2014
75105,1,2,2,2,2,2,2,2,2,12,5,3,1,15,15,5,1,55,5,2013.2014
75106,1,2,2,2,2,2,1,2,2,3,0.37,1,2,7,7,0.97,1,26,3,2013.2014
75107,1,2,2,1,1,2,2,2,2,9,1.88,3,2,10,10,2.03,1,43,5,2013.2014
75108,2,2,1,2,2,2,2,2,1,10,4.58,3,1,10,10,4.45,1,78,4,2013.2014
75109,1,2,2,2,2,2,2,2,2,5,2.09,3,1,15,5,1.74,1,20,4,2013.2014
75110,1,1,2,2,2,2,2,2,1,3,0.45,1,1,3,3,0.46,1,27,3,2013.2014
75111,1,2,2,2,2,2,2,2,2,11,5,3,1,7,7,2.23,2,32,5,2013.2014
75112,2,2,1,2,1,2,2,1,2,7,2.15,3,1,7,7,2.05,1,80,5,2013.2014
75113,1,2,2,2,2,2,2,2,2,5,1.01,1,1,5,5,0.84,2,36,4,2013.2014
75114,1,2,2,2,2,2,2,2,2,12,4.33,3,2,15,15,4.25,2,48,5,2013.2014
75115,1,2,2,2,2,2,2,2,2,3,0.4,1,2,8,8,1.43,1,30,4,2013.2014
75117,2,2,1,2,2,2,2,2,2,3,1.03,1,1,3,3,1.03,1,80,3,2013.2014
75118,1,1,1,2,2,2,2,1,2,11,3.3,3,2,14,14,3.3,1,52,5,2013.2014
75119,1,2,2,2,2,2,2,2,2,11,3.27,3,1,10,10,2.94,1,48,2,2013.2014
75120,1,2,2,2,2,2,2,2,2,10,2.25,3,1,10,10,2.19,1,42,2,2013.2014
75122,1,1,2,2,2,2,2,2,2,7,1.5,2,1,9,9,1.97,1,30,5,2013.2014
75123,1,2,2,2,2,2,2,2,2,7,3.55,3,1,9,9,5,1,35,4,2013.2014
75124,1,2,2,2,2,2,2,2,2,12,5,3,1,15,15,5,2,47,5,2013.2014
75125,1,2,2,2,2,2,2,2,2,1,0.18,1,2,3,3,0.51,1,32,4,2013.2014
75126,1,2,2,1,1,2,2,2,1,12,4.1,3,1,14,14,3.37,1,54,5,2013.2014
75127,1,2,2,2,2,2,2,1,2,12,5,3,1,15,15,5,1,59,5,2013.2014
75128,1,1,2,2,2,2,2,1,2,10,2.61,3,1,15,15,3.63,1,50,4,2013.2014
75129,2,2,1,2,2,2,2,2,2,6,2.82,3,2,6,6,2.61,1,80,3,2013.2014
75130,1,1,2,2,2,2,2,2,2,5,0.55,1,1,8,8,1.14,1,44,3,2013.2014
75131,1,2,2,2,2,2,2,1,2,12,5,3,2,15,15,5,1,40,5,2013.2014
75133,1,2,1,2,2,1,2,2,1,10,2.02,3,1,8,8,1.29,1,38,2,2013.2014
75134,1,2,2,2,2,2,2,2,2,3,0.67,1,2,3,3,0.63,1,31,4,2013.2014
75135,1,2,2,2,2,2,2,2,2,2,0.26,1,1,1,1,0.11,1,31,4,2013.2014
75136,1,2,2,2,2,2,2,2,2,8,3.09,3,1,14,14,5,1,56,4,2013.2014
75137,1,1,2,2,2,2,1,2,2,4,0.57,1,2,4,4,0.47,1,32,3,2013.2014
75138,1,1,2,2,2,2,2,2,2,8,3.25,3,2,7,7,2.58,1,46,5,2013.2014
75139,2,2,2,2,2,2,2,2,2,1,0,1,1,1,1,0.02,2,44,1,2013.2014
75140,1,2,2,2,2,2,2,2,1,3,0.49,1,2,1,1,0.09,1,34,3,2013.2014
75141,1,2,2,2,2,2,2,2,2,5,1.37,2,2,5,5,1.27,2,32,2,2013.2014
75142,1,1,1,1,1,1,1,1,2,12,5,3,1,15,15,5,1,37,4,2013.2014
75143,1,1,2,2,2,2,2,2,2,11,3.52,3,2,15,15,5,1,48,5,2013.2014
75144,1,2,2,2,2,2,2,2,2,10,3.06,3,1,14,14,3.4,1,49,5,2013.2014
75145,1,2,2,2,2,2,2,2,2,7,2.15,3,1,8,8,2.46,1,29,4,2013.2014
75147,1,2,1,2,2,2,2,1,2,6,1.52,2,1,15,15,5,2,74,5,2013.2014
75148,1,2,2,2,2,2,2,1,1,12,3.92,3,1,15,15,5,1,50,5,2013.2014
75149,1,2,1,1,2,2,2,2,2,4,0.69,1,2,6,6,1.04,1,47,3,2013.2014
75150,1,1,1,2,2,2,2,1,2,10,4.64,3,2,14,14,4.84,1,71,4,2013.2014
75151,1,2,2,2,2,2,2,2,2,4,1.54,2,1,5,3,1.03,1,19,3,2013.2014
75152,1,2,2,2,2,2,2,2,2,6,1.52,2,2,6,6,1.52,1,26,2,2013.2014
75153,1,1,2,2,2,2,2,1,1,11,3.77,3,2,15,15,4.19,1,40,5,2013.2014
75154,1,2,2,2,2,2,2,2,2,5,1.55,2,2,8,5,1.29,2,46,4,2013.2014
75155,1,2,2,2,2,2,2,2,2,11,5,3,2,14,14,5,2,34,4,2013.2014
75156,1,2,2,2,2,2,2,2,1,11,3.52,3,1,10,10,3.1,1,42,4,2013.2014
75157,1,1,1,1,1,1,1,1,2,6,1.93,3,1,14,14,5,2,56,4,2013.2014
75158,2,2,2,2,1,2,2,2,2,12,5,3,2,9,9,4.71,1,80,1,2013.2014
75159,2,1,1,2,2,2,2,2,2,5,1.55,2,1,8,8,3.22,1,68,4,2013.2014
75160,2,2,1,2,1,2,2,2,2,6,1.6,2,1,6,6,1.59,1,64,2,2013.2014
75161,1,2,2,2,2,2,2,2,2,8,3.09,3,2,8,8,3.22,1,47,3,2013.2014
75165,1,2,2,2,2,2,2,2,2,1,0,1,1,3,3,0.31,1,39,1,2013.2014
75166,1,2,2,2,2,2,2,2,2,6,1.07,1,1,7,7,1.58,1,38,3,2013.2014
75167,1,2,2,2,1,2,2,2,2,7,1.01,1,2,7,7,0.98,1,34,2,2013.2014
75169,1,2,2,2,2,2,2,2,2,3,0.34,1,2,3,3,0.36,1,30,3,2013.2014
75170,1,2,1,2,2,2,2,2,2,6,1.07,1,1,6,6,1.07,1,45,2,2013.2014
75173,1,2,2,2,2,2,2,1,1,11,5,3,2,14,14,5,1,42,5,2013.2014
75174,2,2,1,2,2,2,2,2,2,6,1.21,1,1,4,4,0.78,1,76,1,2013.2014
75175,1,2,2,2,2,2,2,2,2,7,3.34,3,1,7,7,3.48,2,34,5,2013.2014
75176,1,2,1,2,2,2,2,1,2,6,1.22,1,1,6,6,1.44,1,43,4,2013.2014
75177,1,2,2,2,2,2,2,2,2,7,1.39,2,1,6,6,1.16,1,33,4,2013.2014
75178,1,2,1,1,2,2,2,1,2,12,5,3,2,15,15,5,2,64,5,2013.2014
75179,2,2,1,1,2,1,2,2,2,3,0.77,1,2,3,3,0.71,1,64,3,2013.2014
75182,1,2,2,2,2,2,2,2,2,3,0.39,1,1,3,3,0.44,1,34,1,2013.2014
75184,1,2,2,2,2,2,2,2,2,11,4.03,3,1,15,15,4.61,2,35,5,2013.2014
75185,1,2,2,2,2,2,2,2,1,4,0.65,1,1,4,4,0.71,1,38,4,2013.2014
75186,1,2,2,2,2,2,2,2,2,10,3.06,3,1,10,10,2.97,1,50,5,2013.2014
75187,1,2,2,2,2,2,2,1,2,8,2.67,3,2,14,14,4.55,1,40,5,2013.2014
75188,1,2,2,2,2,2,2,2,1,8,1.96,3,2,7,7,1.45,1,40,3,2013.2014
75189,1,2,2,2,2,2,2,2,2,12,5,3,1,15,15,5,2,59,5,2013.2014
75190,1,2,2,2,2,2,2,1,2,7,1.53,2,1,7,7,1.49,1,41,4,2013.2014
75191,1,2,1,2,2,2,2,2,2,9,3.07,3,2,10,10,3.33,2,50,2,2013.2014
75192,1,1,2,2,2,2,2,2,1,3,0.39,1,2,14,14,3.05,1,41,5,2013.2014
75194,2,2,2,2,2,1,1,2,2,2,0.57,1,1,2,2,0.35,1,45,1,2013.2014
75195,2,2,2,2,1,2,2,2,2,2,0.6,1,2,8,1,0.23,1,80,1,2013.2014
75196,1,2,2,2,1,2,2,1,2,12,5,3,2,15,15,5,1,41,4,2013.2014
75197,1,2,2,2,2,2,2,7,2,12,5,3,1,15,15,5,1,36,5,2013.2014
75198,1,2,2,2,2,2,2,2,1,2,0.37,1,2,2,2,0.41,1,46,5,2013.2014
75200,1,2,2,2,2,2,2,2,2,12,3.87,3,2,15,15,4.84,1,62,4,2013.2014
75202,1,2,2,2,2,2,2,2,2,7,3.55,3,1,9,6,2.61,1,23,3,2013.2014
75203,2,2,1,2,2,2,2,2,1,5,1.78,2,1,4,4,1.57,1,69,4,2013.2014
75204,1,2,2,2,2,2,2,2,2,2,0.29,1,2,2,2,0.29,1,38,2,2013.2014
75205,1,2,2,2,2,2,2,2,1,11,3.99,3,2,15,15,5,2,34,4,2013.2014
75206,1,2,1,2,2,1,2,2,2,2,0.34,1,1,2,2,0.33,1,22,4,2013.2014
75207,2,2,1,2,1,2,2,1,2,6,2.19,3,1,5,5,2.09,1,65,4,2013.2014
75209,1,2,2,2,2,2,2,2,2,1,0.09,1,2,2,1,0.17,2,18,3,2013.2014
75210,1,2,2,2,2,2,2,2,2,5,1.23,1,2,5,5,1.18,1,36,2,2013.2014
75211,1,1,2,2,2,2,2,2,2,12,5,3,1,15,15,4.19,2,37,4,2013.2014
75212,1,2,2,2,2,2,2,2,2,9,4.01,3,1,9,9,4.04,1,53,4,2013.2014
75213,1,2,2,1,1,2,2,2,2,5,1.53,2,2,4,4,1.14,1,52,3,2013.2014
75214,2,2,1,2,1,1,2,2,2,6,1.31,2,1,1,1,0.12,1,72,3,2013.2014
75215,1,2,2,2,2,2,2,2,1,5,0.86,1,2,5,5,0.72,1,32,3,2013.2014
75216,1,2,2,2,2,2,2,2,1,4,0.83,1,1,6,6,1.44,1,54,1,2013.2014
75217,2,2,2,2,2,1,2,2,2,2,0.51,1,1,3,2,0.51,1,59,4,2013.2014
75218,1,2,2,2,2,2,2,2,2,10,2.82,3,2,9,9,2.52,1,45,4,2013.2014
75219,2,2,2,2,2,2,1,2,2,3,0.45,1,1,2,1,0,1,29,1,2013.2014
75220,2,2,2,2,2,2,1,2,2,2,0.23,1,2,2,2,0.25,1,39,2,2013.2014
75221,1,2,2,2,2,2,2,2,2,5,2.06,3,1,6,6,2.14,1,44,3,2013.2014
75222,1,2,2,2,2,2,2,2,2,5,0.75,1,2,15,15,5,2,37,5,2013.2014
75223,1,2,1,2,1,2,2,2,2,11,5,3,2,14,14,5,1,69,3,2013.2014
75224,1,2,2,2,2,2,2,2,2,7,1.73,2,2,8,8,1.91,1,50,3,2013.2014
75225,1,2,2,2,2,2,2,2,2,4,0.76,1,1,7,4,0.76,1,36,3,2013.2014
75226,1,2,2,2,2,2,1,2,2,4,0.69,1,2,4,4,0.54,1,34,3,2013.2014
75230,1,2,2,2,2,2,2,2,2,4,0.64,1,2,4,4,0.72,1,23,4,2013.2014
75231,2,2,2,2,2,2,2,2,2,6,2.57,3,2,6,6,2.57,1,79,5,2013.2014
75233,1,2,2,2,2,2,2,2,2,4,0.7,1,2,5,5,0.87,1,43,4,2013.2014
75235,1,2,2,2,2,2,2,2,1,10,2.06,3,2,10,10,2.15,1,36,3,2013.2014
75236,1,1,2,2,2,2,2,1,2,5,1.21,1,2,9,9,2.78,1,29,5,2013.2014
75238,1,2,2,1,2,2,2,2,2,7,1.16,1,1,5,5,0.72,1,34,2,2013.2014
75239,1,2,2,2,2,2,2,2,2,10,3.06,3,2,15,15,5,1,51,5,2013.2014
75241,1,2,2,2,2,2,2,2,2,11,2.43,3,2,14,14,2.85,1,35,4,2013.2014
75242,1,2,1,2,2,1,2,2,2,3,0.73,1,1,3,3,0.51,1,32,2,2013.2014
75243,1,2,2,2,2,2,2,2,1,4,1.54,2,1,5,5,1.71,1,58,3,2013.2014
75244,2,2,2,2,2,1,2,2,1,2,0.52,1,2,2,2,0.52,1,63,1,2013.2014
75246,1,2,2,2,2,2,2,2,2,10,2.77,3,2,10,10,2.94,1,31,5,2013.2014
75248,1,1,2,1,1,2,2,2,2,12,2.99,3,1,15,15,3.24,1,56,5,2013.2014
75250,1,2,2,2,2,2,2,2,2,7,1.51,2,1,14,14,3.35,2,45,5,2013.2014
75252,1,2,1,1,1,2,2,1,1,10,3.38,3,1,10,10,3.46,1,71,4,2013.2014
75253,1,2,2,2,2,2,2,2,2,9,1.5,2,1,14,14,2.1,1,41,2,2013.2014
75255,1,2,2,2,2,2,2,2,2,8,1.96,3,2,8,8,1.81,1,37,4,2013.2014
75256,1,2,2,2,2,2,2,2,2,6,0.99,1,1,8,8,1.42,2,44,2,2013.2014
75257,1,2,2,2,2,2,1,2,2,3,0.61,1,1,1,1,0.1,1,21,3,2013.2014
75258,2,2,1,2,2,1,2,2,2,2,0.39,1,1,2,2,0.35,1,50,4,2013.2014
75259,2,2,1,2,2,2,2,1,2,5,1.53,2,2,5,5,1.27,1,80,4,2013.2014
75260,1,2,2,2,2,2,2,1,2,11,3.1,3,2,14,14,3.22,1,57,4,2013.2014
75261,1,2,2,2,2,2,2,2,1,5,0.76,1,1,8,8,1.58,1,33,5,2013.2014
75262,2,2,1,2,2,2,2,1,2,12,5,3,1,15,15,5,1,80,2,2013.2014
75264,2,2,2,2,2,2,2,2,2,3,1.03,1,2,3,3,1.2,1,80,3,2013.2014
75266,1,2,2,1,2,2,2,2,1,7,1.18,1,2,8,8,1.29,1,33,4,2013.2014
75267,2,2,2,2,2,2,2,2,1,3,0.4,1,2,2,2,0.3,1,23,2,2013.2014
75268,1,2,2,1,2,1,1,2,2,8,1.13,1,1,8,8,0.94,2,38,1,2013.2014
75269,1,1,2,2,2,2,1,2,2,2,0.19,1,1,3,3,0.32,1,28,3,2013.2014
75270,1,2,2,2,2,2,2,2,2,5,0.68,1,1,5,5,0.73,1,24,2,2013.2014
75271,1,2,2,2,2,2,2,1,2,12,3.33,3,2,15,15,3.53,1,54,5,2013.2014
75273,2,2,1,2,1,2,2,1,2,6,2.19,3,1,6,6,2.44,1,75,3,2013.2014
75274,1,2,2,2,2,2,2,1,2,12,5,3,2,14,14,5,2,25,5,2013.2014
75275,1,1,2,2,2,2,2,2,1,8,1.6,2,2,2,2,0.28,1,36,4,2013.2014
75276,1,2,2,2,1,2,2,9,2,8,2.01,3,1,8,8,1.99,2,29,5,2013.2014
75277,2,2,1,2,2,2,2,2,2,4,1.14,1,1,4,4,1.08,1,70,4,2013.2014
75278,1,2,2,2,2,2,2,2,2,11,3.27,3,1,14,14,3.35,2,53,5,2013.2014
75280,1,2,2,2,2,2,2,2,2,1,0,1,2,6,6,0.76,1,46,1,2013.2014
75281,1,2,2,2,2,2,2,2,2,7,1.31,2,1,6,6,1.2,1,34,3,2013.2014
75282,1,2,1,2,1,2,2,1,2,7,2.44,3,2,7,7,2.8,1,80,5,2013.2014
75283,1,2,2,2,2,2,2,2,2,10,3.06,3,2,14,14,3.4,2,32,5,2013.2014
75284,1,2,2,1,2,2,2,2,1,1,0,1,2,6,1,0,1,46,3,2013.2014
75285,2,2,2,2,1,2,2,2,2,4,1.16,1,1,3,3,0.81,1,80,5,2013.2014
75286,1,2,2,2,2,2,2,2,2,7,0.85,1,1,7,7,0.88,1,44,4,2013.2014
75287,1,2,2,2,1,2,2,2,1,4,0.8,1,1,5,5,1.02,1,75,2,2013.2014
75288,1,1,2,2,2,2,2,2,2,7,1.81,2,1,7,7,1.51,1,50,5,2013.2014
75289,1,1,2,2,2,2,2,2,2,7,1.53,2,2,6,6,1.06,1,42,2,2013.2014
75291,2,2,2,2,2,2,2,2,2,3,0.43,1,2,4,4,0.54,1,24,2,2013.2014
75293,1,2,1,2,1,2,2,1,2,7,1.13,1,2,8,8,1.56,1,78,5,2013.2014
75294,1,2,2,2,2,2,2,2,2,3,0.67,1,2,7,7,2.02,1,40,4,2013.2014
75296,1,1,2,2,2,2,2,2,2,5,0.55,1,2,8,8,1.14,1,44,3,2013.2014
75297,1,2,2,2,2,2,2,1,2,12,5,3,1,15,15,5,1,45,5,2013.2014
75298,1,2,1,2,1,2,2,1,2,9,3.28,3,1,15,15,5,1,72,3,2013.2014
75299,1,2,1,2,2,2,2,2,2,5,1.53,2,1,4,4,1.21,1,80,3,2013.2014
75300,1,2,2,2,2,2,2,2,2,12,4.35,3,2,15,15,4.35,1,30,4,2013.2014
75301,2,2,2,2,2,2,1,2,2,1,0.12,1,1,1,1,0.12,1,48,3,2013.2014
75302,1,1,1,2,2,2,2,2,2,10,2.06,3,2,10,10,2.13,1,52,4,2013.2014
75303,1,2,1,2,1,2,2,2,2,6,1.75,2,2,6,6,1.72,1,65,3,2013.2014
75304,1,2,2,2,2,2,2,2,2,7,1.66,2,2,7,7,1.68,1,20,2,2013.2014
75306,1,2,2,2,2,2,2,2,2,4,0.98,1,1,4,4,1,2,59,4,2013.2014
75307,1,2,2,2,2,2,2,2,1,7,3.6,3,1,10,8,4.2,1,26,4,2013.2014
75309,1,1,2,2,2,2,2,2,2,3,0.4,1,2,2,2,0.29,2,39,1,2013.2014
75310,1,2,2,2,2,2,2,1,2,12,5,3,2,15,15,5,1,51,5,2013.2014
75312,1,2,2,2,2,2,2,2,2,8,2.55,3,1,8,8,2.58,1,35,3,2013.2014
75313,1,2,2,2,2,2,2,1,1,12,4.97,3,1,15,15,5,1,28,5,2013.2014
75314,1,1,2,2,2,2,2,2,2,4,0.7,1,1,6,6,1.09,1,27,4,2013.2014
75315,1,2,1,2,1,2,2,1,2,6,1.75,2,1,8,8,3.18,1,67,4,2013.2014
75316,1,2,2,2,2,2,2,2,2,9,1.5,2,2,14,14,2.1,1,41,2,2013.2014
75317,1,2,2,2,2,2,2,2,2,4,0.91,1,1,5,5,1.06,1,29,4,2013.2014
75318,1,2,1,2,2,2,2,2,2,3,0.52,1,2,4,4,0.54,1,70,4,2013.2014
75319,2,2,2,2,2,2,2,2,1,3,0.3,1,1,3,3,0.31,1,54,2,2013.2014
75320,2,1,2,1,2,1,2,2,2,6,0.89,1,2,3,3,0.45,1,40,4,2013.2014
75322,1,2,2,2,2,2,2,2,2,4,0.85,1,1,4,4,0.91,1,39,4,2013.2014
75323,1,2,2,2,2,2,2,1,1,12,5,3,1,15,15,5,1,42,5,2013.2014
75324,1,2,1,2,2,2,2,2,2,5,1.07,1,2,5,5,1.07,2,50,5,2013.2014
75325,1,2,2,1,2,1,1,2,2,4,0.79,1,1,4,4,0.85,1,53,2,2013.2014
75327,1,2,2,2,2,2,2,2,2,7,1.51,2,1,7,7,1.47,2,34,3,2013.2014
75328,1,2,2,2,2,2,2,2,1,5,2.06,3,1,9,9,5,1,24,4,2013.2014
75329,1,2,2,2,2,2,2,1,2,12,5,3,2,5,5,1.02,1,43,4,2013.2014
75330,1,2,2,2,2,2,2,2,2,5,2.06,3,1,5,5,1.89,1,55,4,2013.2014
75331,1,2,2,2,2,2,2,1,2,9,2.55,3,1,15,15,4.67,1,32,3,2013.2014
75332,1,2,2,2,2,2,2,2,1,6,2.26,3,2,7,4,1.63,1,28,4,2013.2014
75333,1,2,2,2,2,2,2,2,2,8,2.04,3,1,14,14,3.82,1,44,4,2013.2014
75334,1,2,2,2,2,2,2,2,2,6,1.68,2,1,9,9,3.69,2,66,3,2013.2014
75335,2,2,2,1,2,1,2,2,2,3,0.44,1,1,4,4,0.54,1,36,2,2013.2014
75337,2,2,1,2,2,2,2,2,2,3,1.03,1,2,3,3,1.03,1,74,2,2013.2014
75338,2,2,2,2,2,2,2,1,2,11,5,3,2,14,14,5,1,73,4,2013.2014
75339,1,2,2,2,1,2,2,1,2,4,1.57,2,1,6,6,2.35,1,34,3,2013.2014
75340,1,2,2,2,2,2,2,1,2,7,1.31,2,2,9,9,1.99,1,45,4,2013.2014
75341,1,2,2,2,2,2,2,2,2,8,1.87,3,2,8,8,1.92,1,42,4,2013.2014
75342,1,2,1,2,2,2,2,1,2,12,4.3,3,1,15,15,4.48,1,72,2,2013.2014
75343,2,2,1,2,2,2,2,2,2,5,1.45,2,1,5,5,1.34,1,80,2,2013.2014
75344,1,2,2,2,2,2,2,2,2,6,1.93,3,1,15,15,5,1,62,2,2013.2014
75347,1,2,1,1,1,2,2,2,2,12,5,3,2,15,15,5,1,69,5,2013.2014
75348,1,1,2,2,2,2,2,2,2,5,0.76,1,2,5,5,0.63,1,37,3,2013.2014
75349,2,2,2,2,2,2,2,2,2,1,0,1,1,6,3,0.87,2,54,2,2013.2014
75350,2,2,1,2,1,2,2,2,2,4,1.44,2,2,5,5,1.89,1,80,2,2013.2014
75351,1,1,2,2,2,2,2,2,2,3,0.52,1,2,6,6,1.02,1,29,4,2013.2014
75353,1,2,2,2,2,2,2,2,2,8,1.74,2,2,8,8,1.81,1,55,2,2013.2014
75354,1,2,2,2,2,2,2,2,2,8,1.52,2,2,7,7,1.27,1,40,4,2013.2014
75355,1,1,2,2,2,2,2,2,2,7,1.18,1,2,7,7,1.07,1,29,4,2013.2014
75357,1,2,2,2,2,2,2,2,2,9,2.52,3,2,10,10,2.93,1,33,3,2013.2014
75361,2,1,1,2,2,2,2,1,2,8,2.46,3,1,7,7,2.05,1,66,4,2013.2014
75362,1,2,2,2,1,2,2,2,2,7,1.82,2,1,9,9,2.78,1,43,2,2013.2014
75363,1,2,2,2,2,2,2,2,2,8,1.5,2,1,14,14,2.66,1,37,4,2013.2014
75364,1,2,2,2,2,2,2,2,2,12,5,3,1,15,15,5,1,61,4,2013.2014
75365,2,2,2,2,2,2,1,2,2,2,0.15,1,1,1,1,0,2,46,3,2013.2014
75366,2,1,1,2,2,1,1,1,2,7,1.08,1,2,7,7,1.08,1,66,4,2013.2014
75367,1,1,1,1,2,2,2,2,2,8,1.22,1,1,8,8,1.22,1,47,1,2013.2014
75369,1,2,2,2,2,2,2,1,2,8,1.93,3,1,9,9,2.15,1,45,2,2013.2014
75370,1,2,2,2,2,2,2,2,2,6,2.57,3,1,7,7,3,1,25,5,2013.2014
75371,1,1,2,2,2,2,1,2,2,2,0.21,1,2,2,2,0.21,2,34,3,2013.2014
75372,1,2,2,2,2,2,2,2,2,7,2.24,3,1,7,7,2.12,1,22,4,2013.2014
75374,1,2,2,2,2,2,2,2,2,12,5,3,2,15,15,5,1,52,5,2013.2014
75375,1,1,2,2,2,2,2,2,2,5,1.55,2,1,4,4,1.06,1,52,3,2013.2014
75376,1,2,2,2,2,2,2,2,2,11,3.99,3,2,14,14,4.35,2,40,5,2013.2014
75377,1,2,2,2,2,2,2,1,2,12,5,3,1,15,15,5,1,53,5,2013.2014
75378,1,2,2,2,2,2,2,2,2,3,0.45,1,1,6,6,0.78,1,33,4,2013.2014
75379,1,2,2,2,2,2,2,1,1,9,3.87,3,2,15,15,5,2,67,5,2013.2014
75380,1,2,1,2,2,2,2,2,2,8,1.35,2,1,8,8,1.29,1,32,4,2013.2014
75381,2,2,1,2,2,2,2,2,2,5,1.55,2,2,4,4,1.23,1,76,4,2013.2014
75382,1,2,1,1,2,2,2,2,1,3,0.3,1,1,5,5,0.57,1,57,1,2013.2014
75383,1,2,2,2,1,1,2,2,2,12,5,3,1,15,15,4.16,1,59,3,2013.2014
75385,1,2,2,2,2,2,2,2,2,12,3.75,3,2,15,15,4.69,1,46,4,2013.2014
75386,1,2,2,2,2,2,2,2,2,4,0.56,1,1,4,4,0.59,1,33,4,2013.2014
75387,2,2,2,1,2,1,1,2,2,2,0.36,1,2,2,2,0.37,1,41,2,2013.2014
75389,1,2,2,2,2,2,2,2,2,8,1.91,3,2,8,8,1.89,1,43,3,2013.2014
75390,1,2,2,2,2,2,2,1,2,10,4.58,3,1,14,14,4.77,1,36,5,2013.2014
75391,2,2,1,2,2,1,2,2,2,2,0.36,1,2,2,2,0.36,1,31,3,2013.2014
75392,1,1,2,2,2,2,2,2,2,8,1.65,2,1,7,7,1.52,1,38,3,2013.2014
75393,1,2,2,2,2,2,1,2,2,3,0.55,1,2,2,2,0.41,1,30,4,2013.2014
75394,1,2,2,2,2,2,2,2,1,5,1.23,1,1,5,5,1.02,1,30,4,2013.2014
75395,1,2,2,2,2,2,2,2,2,9,2.18,3,1,14,14,3.45,1,53,4,2013.2014
75396,1,2,2,2,2,2,2,2,2,2,0.3,1,1,3,3,0.36,1,26,2,2013.2014
75397,2,2,2,1,2,2,2,1,2,4,1.67,2,2,5,5,1.91,2,62,3,2013.2014
75399,1,2,2,2,2,2,2,1,2,9,2.52,3,2,14,14,3.77,2,27,5,2013.2014
75400,2,2,1,1,2,2,2,1,2,8,2.43,3,2,15,15,5,1,50,4,2013.2014
75402,2,1,2,2,2,2,2,2,2,11,2.79,3,2,6,6,0.93,1,33,4,2013.2014
75403,1,2,2,2,2,2,2,2,2,5,2.06,3,2,6,6,2.57,1,27,5,2013.2014
